no іdok mylchaa ime odynyp kіrіp alӌang molғabys	но также в баню это затопив ходили
a pіdi ir olғannar turybyscha іkі chorchezіng	а это вальсы эти… вальс танцевали обычно
ustune pіreje nime tadylyғ ide toolatchang ma	сверху что-нибудь для сладости посыпали
tejedіgіne arbuztar	вон там арбузы
wot іdi toғynғlaabys	вот так мы работали
nu cheglygbashew nikita mynnangoh parғan	ну чеглыгбашев никита отсюда же поехал
ugu	ну мы с кларой артамоновной поговорили  его сбором ягод заработанные за лето деньги перед тем как покупать одежду кларе артамоновне или мне скажи
pіstіngner tana ime parybyshannar andary abakandaғylarmang	наши таня и другие уехали туда с абаканскими
o-o hajdi le polza іdok churtaannar іdok	о-о как попало также жили также
sosha	свинья
anang kilіp alyp abazyn korіp alyp	потом приехав отца увидев…
neuzheli aspincha kіzі uuzіneng andar aldyra	неужели не проходит в горло туда
anang e chylyn korіp alғam che saғyncham chibіrgі pis chyl polcha polar nawernoje	а нам уже тридцать лет
hajda suғ anda tidіrler churtty salyncha chon	где река там живут говорят
chadap idіp alғan mylchany	еле сделали баню
am daa kilbejendіr be	до сих пор не приехал
anang pozym tashary korіp turcham turcham ol hysty	потом я на улицу гляжу стою стою на эту девушку
podrobno pіlbinchem tіpche hajda toғynchathanyn	там же работал писал письмо
a pіr deje paj polbaan tіpche abam	а никаким богачом он не был говорит мой отец
a marusa taap alғanda tualette tualettіng kistіnde kom salғannar	а маруся когда родила в туалете за туалетом они его зарыли
kizіbіzebіs	теперь хорошо да
am ahcha tolepche	сейчас деньги платят
іdi it teje chirterge pirbejen nіze ol zakony ol hatyғ wremada	так ведь мяса даже поесть не дал этот закон в то тяжелое время
pu hangza pig uluғ alyp uluғ kuluk	этот ханза пиг – большой богатырь большой ловкач
inej paaryndoh kortіr ja	у иней паары она видела да
aaldang andary	о деревне
nu postary korіnminche i istіlche 	их не видно но слышно
sydap polbas pu aғyryғlarbang sydas polbas	не выдержу с этими болезнями не выдержу
net it polbincham par polbincham	нет не могу сделать не могу идти
chablah chulchatsa sentabrda pu hyralarda chablah salylғan	когда картошку копаешь в сентябре на этих полях картошка сажалась
pіreje kibіrler pіlchezer	какие-нибудь обычаи знаете
ponedelnik kun operirowat polғan uzhe orajғa kіr parғannar on pіr chasta iirde	потом в понедельник оперировали уже припозднились в одиннадцать часов вечером
a-a no spichka syhhan polғan polar-a	а-а да спички вышли  наверно
a at   adyng tudyp al tіptіr pozynyng adyngny pu munіp alarғa	а конь   коня своего поймай сказали своего коня оседлать
ninӌje	сколько
nu w smysle chto sіlerdi any wso rawno hajdaғ-da ongdajdang kozіderge kirek le	ну в смысле что ваше его все равно нужно показать как-то
maғat ja	хорошо да
no anda itkenner	ну там делали
a min haӌan daa min any saғynmaam	а я никогда этого не думала
hajda polғan ol tirekter	где были эти тополя
anyng syғara idіp alӌangnar	вот из него делают
aғaa pirbejendіr	ему не отдал
sut choh kіzі any daa chirӌіk	человек без молока ее ел бы
anang pu nime kem pazoh sagalakow polғan	потом это и этот ещё сагалаков был
hajdi parbassym tejem param tejem	как не поеду сказала поеду сказала
jablah kobіzіn polҷang	в основном картофель был
am palalarym ozіp alғannar a turada hada churtaӌang pіr deje kіzі choғyl praj gorodta	теперь дети мои выросли в доме вместе жить никого нет все в городе
anang a olarғa araғa kirek	потом… а им водка нужна
doma odyrchalar toғy   a min mynӌa palchahta tіzekche palchahta chorchem e nime otgonda	дома сидят работа   а я досюда в грязи по колено в грязи хожу это на отгоне
zakon andaғ zakon polғan	закон такой закон был
olar sowsem maғat choohtap pirche	они совсем хорошо рассказывают
minіng anda pokos polғan	у меня там покос был
ol apchah charym tooshanӌa min charym toozybyzyp pazoh hadarcham anyng charym tartaryn	пока этот старик половину закончит я половину закончив снова жду пока он половину вспашет
pіstіng pu turabys ku nim    kuhna tіgі sari polғan mynda gornitsa polғan	наш этот дом ку… это кухня с той стороны была здесь горница была
a am am chamdyh la pes uluғ pester choғol	а теперь теперь половинка только печи больших печей нет
praj azahtaryn ja	все ноги да
e   haӌan iir purungku polybyssa taғlarzar korche – taғlardyng koriine horғystyғ saғystar torіpcheler kіzіnіng saғyzynda	когда начинает темнеть то вид гор рождает страшное в человеческих мыслях
anang oollar surchetse chi hystar hyyr parcha choғary	потом когда парни гоняются девушек зовут уходят наверх
no am pu chyllarda par halam nawerno saғyncham min any	но теперь в эти годы уйду наверно думаю я об этом
choh iderge nіze any atarғa	уничтожить ведь ее застрелить 
min unduғlabystyrzym am  kirі parғanda unduғlapcham nіze nimenі	я все позабывала когда стала старая
gala anda chebochakowtardang	галя там из чебочаковых
turalar ah koger le turcha	комнаты белеют синеют только
pіlbinchezіng misha taskarakowty	не знаешь мишу таскаракова
am jesche hajzyza kіrerzer na	сейчас ещё к кому будете заходить
min kak raz mynda on pіr klass	я как раз здесь одиннадцать классов…
ahchalyғ polғan olar	с деньгами были они
o-o hudaj	о господи
a shulbajew pokojnik shulbajew kil parғan hajdi aғyry   aғyryғ pol parғam tіp korerge	а шулбаев покойник шулбаев приезжал какая больная   больная я стала посмотреть
anyng hyrinda sultrekow time churtapcha nіze	возле нее султреков дима живет ведь
pіreje kіzі mozhet par polar	кто-то может и есть
mang choғyl	некогда
am chajғyzyn mart oj aprel ajda pejere surynyp kilіbіsken tynanarғa tіpche aalza turazynzar	теперь летом в марте ой апреле месяце сюда попросившись она приехала отдыхать говорит в деревню к себе домой
no a hajdi imnengenner	да а как лечились
ady abazynyng arhip polғan	отца архипом звали
pahpany ojnaӌangnar hazyhty	в бабки играли в кости
haӌan	когда
churtaan pu pіstіng ulitsadyng pazynzary arah hyzynmang hada	жил чуть в начале нашей улицы вместе с дочерью
poonӌahtar ja chor   chorӌjen oshastar	а хозяев гор люди ведь видели
a odyngnar hyjyp alyp salyp alғabys a soorybys angdaryl parғan anda	а дрова спилив положили а сани упали там
m	м
ananyng iri	муж ани
puoh abakandaғy hyzymnyng nime o otys chas azybysty kіzeje parbaan am daa	кто ваша дочь
izerlep munӌjeng adym daa choғyl izenіs chorӌjeng aӌam daa choғyl	седлать у меня коня нет здороваться брата даже нет
anda polғan ol kіrtongoh polғan anang noo іdi	там тоже был не волк наверное
a pozym uzhe ilejede postang polғanda kіzіler hamnapchan ischeng polғam	а когда я сам уже довольно взрослый был слышал как люди шаманят
hajdi sarnabyzim choohtap pirіngjer	как мне спеть скажите
nojma it pirerzіng sin	что сделаешь ты
tak anda sowhoz mynyng alnynda ol sowhoz paj sowhoz polғan a am	так там совхоз… раньше этот совхоз был богатый а сейчас…
am pіrdejelerі choғyl hajdaғ-da hazyh churtabaan	сейчас никого из них нет какие-то нездоровые были
irge parybysham ashysta churtaam irge paryp	замуж я вышла в аскизе жила выйдя замуж
chiistі hajda itchengner	еду где готовили
uzhe mynyng aldyn chiittegі chіlep saғysha chapchang kіrbinche	уже то что было раньше как в молодости в голову не лезет
i annangary tіpcheler praj palalary aғaa koktejen polar tіpcheler	и поэтому говорят все дети в неё уродились наверно говорят
a no	а да
tozhe aғyrғan hajdi aғyrғan ol	тоже болела как болела она
je-je newestkazy mіne pu zinochka iwan kirilychtyng hyzy	е-е невестка его вот это зиночка дочь ивана кирилловича
a otkuda ol saharnaj-to chahsy idіp alar	а откуда этот сахар-то хорошо сделать
anang olғannarynғa praj anda hadoh hosti ipchі chattyr	потом детям её всем… там вместе рядом женщина лежала…
oollary tak i kilbincheler ja anyng	сыновья так и не приезжают ее
anang tutubejew zhena saapchathan any 	потом тютюбеев женя его косил
banka pirgem	банку дала
choғol	нет
ja anda sangaj la hazahtar nіze kіzіdeng deje choohtas polbincha nawernoje	его жена не любит 
anang kilgem	вот я приехала
pola-pola olardy churtatlaabys olardy swadba itleglep	со временем их поженили им свадьбы сделали
us litre bankazynmang tejerіp alғam anang tejegі kіchiӌjek konegespeng	в трёхлитровую банку собрала потом тем маленьким ведёрком
uznazakow sojan mihail polar	узназаков сойан михаил наверное
mynda aalzar kіrіp pіr pala sahtyrybyshan	сюда в деревню залезли и ужалили одного ребенка
anang andarhyzyn toozyp institutta kіrlejenner institut tooslaannar	потом тамошнюю закончив в институт поступили институт закончили
anang chilchigashew palangnyng abazy hyra tartchattyr ol ol ojmahha kіr partyr anda chatcha	потом чильчигашева паляна отец поле пашет оказывается он в ту яму свалился там лежит
pіr oreken tejegі saryғ hol myndary oj nime aryғda apar salcha	одна старуха вон в том желтом логу туда ой это в лес уносит
paza yrah parbes	дальше не пойдёшь
any daa tejererge chitpoh kirek	и это собрать нужно
hajdi praj pastyh pu hudajғa hyncha	как всё начальство этого бога любит
tota katanyng pu turazyn sadyp alғabys tort chuske	этот дом тёти кати выкупили за четыреста
a am kem zawklub ir kіzі be	а сейчас кто мужчина
a pіreje sala nime arah kіzіler oolғyӌahtar sala osklep parғan ipchіler kustіg arah ipchіler any tashtypsa izlishke tartchalar	а некоторые чуть такие люди мальчики подросшие женщины посильнее женщины их в таштып на излишки везут
tejedіgі ol kustakin noo churtapcha chirdіng hyrinda ischeng poltyrlar taғ eezі saryny taғ eezіlerі sarnaӌang	в том месте где жила семья кустакина люди слышали как пели хозяева гор
choh andaғ tylaas irt parybysty tіpche cho ime polbinybysty tіpche	нет такие дела прошли говорит не… это не стало говорит
chiit pe	молодой
as tamahty anang mynzy hoorғys pu zun hoorғys	ячменное зерно… потом эта чаша вот столько чаша
nu pіr konek teje bidonmang daa pirze іkі kunge chiderӌіk	ну хоть одно ведро хоть бидоном даже дали бы на два дня хватило бы
ana istіrіp choohtaӌang polғabys	вот услышав и мы рассказывали
pіs any am any nado ingzerіbіzerge polғan pasha klub idіbіzerge polғan	мы его сейчас его надо было разрушить другой клуб сделать надо было
min araғa daa іspezem aғyrcham	а я водку не пью а болею
am sali   sali-sula aryt parim am	теперь чуть кое-как отмываю теперь
m-m ja ja andaғ che andaғ che	м-м да да так-то так-то
tudyp pіr deje choohtaspaan kіzeje aparӌang	так не договаривались
kulinche	кулинча
noo parazyng	зачем поедешь
nu ladno ladno baba mama prijedem na dnah prijedem tіptіr	ну ладно ладно баба… мама приедем на днях приедем сказал
a sosedter mynda choғyllar	а соседей здесь нет
pozіk turғan kok teje tigіrde	также в высоко стоящем голубом небе…
ol minі palam idіbіzerӌіk	он меня своим ребенком сделал бы
haӌan daa ninӌje sosha polғan 	никогда столько свиней не было…
mynyng aldynda uғaa chylyғ polӌang chylaas la chorӌjebіs	раньше очень тепло было раздетые только ходили
wot olardy tanypcham min	вот их знаю я
ol humny pu sybyrғy ime itcheng hazyng purі choh polza	этот песок… веник делали когда листьев на берёзе нет
hajda	где
o hudaj	о господи
oj hajdi adalcha ol harah chi	ой как называется эти глаза-то
abam ol soshalardy paza soғyp holodilnik choғyl	отец этих свиней заколол холодильника не было
pozym pazynang torejen hyjғa saғystarym synyhtapcha irtken tuzumny	из головы моей рожденные умные мысли проверяют прошедшее время мое
a ol anang nime hara hys piӌje urejende tozhe churtap salang tіptіr ujsyp aӌa	а он потом это когда хара хыс тетя умерла тоже давай поженимся сказал дядя иосиф
papanyng tungmazynyng palazy	папиной сестрёнки ребёнок
sumochkada artys salғam myndaғ	в сумочке я оставила такие
abakanda sarnaam sajanogorskijde	в абакане пела в саяногорске
parang parang tіpche	поехали поехали говорит
a ime choғyl myndaғ ah koftochkalar hara sarafannar kisklep alyp myndaғ tswetastaj tapochka lohs imenі tuf tuflalar tahalar choh chamys arah	а этого нет такие белые кофточки чёрные сарафаны надев такие как цветастые тапочки эти туфли без каблуков чуть низкие
jubilejdaғy hajdaғ-da	с юбилея какого-то…
pozynyng churtazyn andary choohtir jej	о своей жизни там расскажет
kolhozta pastap kolhoz polғan anang sowhoz polғan	в колхозе сначала колхоз был потом совхоз стал
a pozy bura buratijada bajkaldyng hyrinda anda kichera posolok par anda tore osken	а сам он из бурятии возле байкала где-то поселок кичера там вырос
nu werhaskizta tozhe maғat	да в верх-аскизе тоже хорошо
am pu wanatka oolғyӌaғymny tanypchazyng nіze	вот этого ванятку сына моего знаешь ведь
oh	ох…
anyzy ispejem min	этого не слышала я
min kіchіgde widimo chaa chaa soonda pydyrah pazynda razwedka pu tsennaj metallar tіleӌjeng razwedka turchathan	во время моего детства видимо после войны в начале деревни разведка стояла разведка по добыче ценных металлов
i anyng hara hys piӌjemnіng abazy polӌang pozіk apchah	и у неё у тёти хара хыс отец был высокий старик
ugu rita imede kіr chorche olar	ага к семье риты заходят они
at ottar oscheler	названия… травы растут
pu salғanah ulitsada de   derewnada pol parcha	эта крапива на улице в деревне появляется
pu kulu chistek chir chistegі on pis ahcha pis ahcha polӌang ol ahchalarmang	эта клу… ягода клубника пятнадцать копеек пять копеек была теми деньгами
hudaj pіsmeng tartybyscha	боже… перед нами извиняется
anang ushur parcham olardy	потом я их стал будить
pu chirde pіs churtapchabys hudajybystyng kuzіn pіlbinchebіs	на этой земле мы живём силу божью мы не знаем
anda studentter ekzamen tudybyshan syhhlapchalar a min kire le shal kilіp alyp tadyrat-tadyrat pirgem	там… студенты сдавшие экзамен выходят а я ввалившись протараторил 
am ujsyp aӌa anda nіze	и дядя иосиф там же
iirӌjekter hada chorche chazydoh iirіp odyrchabys	c прялками ходим в степи же прядём
torejen chirіne hyncha	любишь родную землю  
ojsyp aӌa minі mahtaan	дядя иосиф меня хвалил
pіs mynyng alnynda attang aallatchangmys mynyng alnyndaғy chon	мы раньше на коне в гости увозили давно живший народ
dawlenijemny sinebіsseng	давление померь
ojynӌy oreken polғan hudaғajoh kіzі	шутница старушка была сватья же 
a andaғ priwychka pіstіng sowetskij wremada churtaan kіzіlerdeng choғyl	а такой привычки у наших в советское время живших людей нет
pu taғda tіpche chylan ordazy par	на этой горе - говорит - змеиное логово есть
ja i tugu nime іkeleng uj fedora andrejewna znajesh hajdi choohtapcha min ol sin deje choohtap polbincham	да и это вдвоём о-ой федора андреевна знаешь как говорит я столько даже не могу рассказать
wot anyng іӌjezі chiit polғan	вот его мать молодая была
a pu pіs tojda suurynғabys	а это мы на свадьбе фотографировались
anang korzem chahsy odynmadyrlar nіze	наутро же заболела спиной
i uzu pirtіr min	и уснул я оказывается
a to handyra pastyғ wera	а то с очень умной головой вера
pozym min araғa daa іspejem	сама я даже водку не пила
a pynyzy armijadang hazyh imes kilgen	а этот из армии нездоровый вернулся…
a nime uchun any oothannar	а за что взорвали ее
a nime a kіzі pіldіrbinche anda	это людей не видно там
pynang tarthan kіzі magazinneng tіgі pilge tastarғa chitіre tarthanda hyra toozylғan	отсюда пахавший человек когда от магазина до того перевала пахала поле закончилось
iirde anda chorіbіscheler olғannar ir palalar	вечером к нему уходят дети парни
wot toj salchabys іdi chonғa	вот так праздник делаем народу
hara horyғystyғ ajna o-o	очень страшный чёрт о-о
pu kystorkanyng irіnіng palazy ol	этой кысторки мужа ребёнок он
iirde araғa іzіn sal chorgen tіpche irten choғyl kun tooza choғyl	вечером водки напившись ходил говорят утром нет  целый день нет
nonna  nonna daa choohtir	нонна… нонна тоже расскажет
pynda aalӌa chorerge tіp ja	здесь по деревне ходить чтобы да
prosto kolhoz ja	просто колхоз да
mashina korgemde kіr parybysham	когда машину я увидела зашла
choғyl am	нет сейчас
ol molodnakty hadarchang kicha polғan ol hys kіzі pechenze	этот молодняк пасущая кича была эта девушка в печень  
no megeje kazhetsa any telewizorda multikteng ki	но мне кажется что ее по телевизору из мультика…
a kem sergej tipche andaғ nime pol parcha tipche soshanang	а сергей говорит что такое случается со свиньями
pіr konek chablahty haap pararғa nado chazaғ	одно ведро картошки нести надо пешком
mozhet tіgі jugachidegіlerdeng 	… с теми из югачей
piwo konechno myndaғ sadylbaӌang pіstіng mynda	пиво конечно такое не продавалось у нас здесь
anang ekzamende  ol irten kilgen pisser idih pіs prajzy sahtap alyp nu sahtapchabys studentter auditorija tastynda	утром он пришел на экзамен к нам мы все его ждали ну студенты снаружи аудитории
yrah zhe	далеко же
am min tіpche tangda subbota tіpche turam surtekchem tejen	теперь я говорит завтра суббота говорит дом хочу побелить сказала
anda ischo polғan u nas tigіr ibe stojal a tam krest lityj tazholyj	там еще было у нас церковь стояла а там крест литой тяжелый
pis litrenі na dwesti patdesat na dwe tysachi patsot w obschem	пять литров на двести пятьдесят… на две тысячи пятьсот в общем
a no homaj wrema polғan noғa-da andada	а плохое время было почему-то тогда
anang bludtseneng   bludtsemeng syh parybyshan a kodes hajnapcha anang bludtsemeng ne aғylғan ajahha suғ urybyshan	потом блюдцем   с блюдцем она вышла а чугунок кипит потом в блюдце только принесла в чашку воды налила
wot andaғ chestnyj pastyh ol la polғan	вот таким честным начальником только он был
am pіr litowets ipchі kilіp ton aғyltyr	и вот одна литовская женщина придя шубу принесла
nu praj chonny kodіrіbіsken	ну весь народ поднял
no іdi tejende anang mynda ime on mungny pirgem	но когда так сказал потом… здесь это десять тысяч я дала
a nu	а ну
pu kem іdi matap toғyncha tіpche	это кто здесь так хорошо работает говорит
minіng-to pozymnyng sultrekowa	у меня-то своя султрекова
irdeng ne saap tіgі nimeӌje	только от мужчин  такие вещи
nu choohtangar	ну говорите
hajdadary orta choohtapcha tіpche ime kak budto pozy ol chirlerde chorgen ongdajmang	очень правильно рассказывает говорит это как будто сам он по этим землям ходил обычно
o-oh andaғ andaғ andaғ	о-ох так так так
anary sultrekowtar hystary ashynah	поэтому у султрековых девочек мало
oramnary che anda іkі oram par nіze anda	логи там же два лога
chyl tooza chitche	на весь год хватает
no wse rawno tugu nime saғynyp alzam homzynmincham	но все равно это когда подумаю не огорчаюсь
a ime ol halasty ol aғyl pirche megeje	а это хлеб она приносит мне
ir olғannary postang polғannar chi	парни юношеского возраста были
іkі sapchahha alyp alғabys	две кадки взяли
tadar chony	… хакасский народ
hojryh pa	кривой
hajdaғ hajda	какого где
a preme tirіm pіdi ahcha	а прямо пот у меня так и бежит
a sin pozyng werhaskizte torejezіng ja	ты сама родилась в верх-аскизе
oj marusa kili tang	ой маруся что ли идет
chabal	плохие
polғazaroh ja	тоже были да
awdotja pіr deje pyrozy kіzіmeng tartybyshannar	авдотья никак перед людьми не извинялась
hajdi churche imeske choohtazarғa kil parbas pa kіzі	как человеку ненадолго не зайти поговорить
min sinіng tіpche ongdajyngny pіlchem tіpche	я твои говорит манеры знаю говорит
minіng adymny oloh oreken adaptyr	мне имя эта же старушка дала ведь
a-a nime kem poldy	а-а это кто же был
naj yrah naj ure nіze choohtirғa itse	очень далеко… долго наверно рассказывать
anang aӌanyng hatynnaryna pirіbіsken pіske meje deje pirbejenner	потом женам дядей отдали нам мне даже не дали
tingner chibіrgі іkіler chyldang	ровесники с двадцать второго года
tanypchatham	знала
jagoda maғat syhcha jagoda mozhno tejer chit sal maғattap	если ягода хорошо родится ягоды можно хорошенько насобирать 
am noo kirek any atarғa kіchiӌjek adajdy	вот зачем надо в неё стрелять в маленькую собаку
e pu nimede sarnaam abakanda pu werujuschijlerde choon anda zdanije par	в этом пела в абакане у верующих большое там есть здание
ardap syhcha tipche	разлагаясь выходит говорит
any chіp ot saap kor pіrer gektarty	поев его покоси-ка траву с гектар
tozhe pіlbizeng ja	тоже не знаешь да
anang min hyryh pis chyldang syғara brezhimde chorgem	потом я с сорок пятого года в президиум ездила
іkі hystyғ la haltyr іӌjem	с двумя дочерьми только осталась мама моя
olar tarbaғannangnar	они из тарбаган
handyra-a	очень
pіr hatap nime kruzhoktang oraj іdi ibzer kilgem	однажды я возвращался домой поздно с кружка
a sinіng sinіng irіng paryng	а у тебя есть муж
pejer aldyra	сюда
toғys chus azyra am pozyzar pіr munga chit parar	вон пусть они огород пойдут снимут все овощи что сажаем в огороде
a apchaғym pіr chyl churtaabys pa – churtabaabys pa apchaғym anang armijaa parybyshan	с мужем год то ли прожили то ли нет – и муж в армию ушел
tarbaғanda churtaan ja ol	в тарбагане жила она да
