ille bishense jelga botto aj gde-to botto shunan ataj plotnik bulep jorono	к пятьдесят пятому году перестали существовать где-то перестали существовать перестали а потом папа работал плотником
agrarnyjga la bguga i nej ufaneng medena	в аграрный и в бгу и этот в уфимский мед
xaðer min soqorga buldem inde une	вот я начала их ковырять
kak budto tujla   tujga kilgan kesh   qunaqtar shul balde hatep alerga tejeshtar inde	как будто на свадьбе   пришедшие на свадьбу люд   гости эту медовуху должны купить
shul malda ularga mena nej licenzija ala la sega	в этот период получает на них лицензию и выходит 
a butandarga vis shul kojo uθkarðem min	а остальных всех просто так я вырастила
eske bulmane hajbat itep saj esalar beððeng umartabeð ða kup bulde	пьянства не было хорошенько пили чай у нас было много ульев
jash kena gaila jashaj ine shul ojða gajnetdin menan ramila ularðeng ike malaje bar fanzil   shunan   fanzil i fajez	в этом доме жила молодая семья - гайнетдин и рамиля у них было двое сыновей фензиль   это   фензиль и феез
ham tage la nima hojlajem ikan	а что еще рассказать
ofo ergahendage qandra nejhenda maktabenda bik jaqshe eshlaj otlichnik narodnogo obrazowanija	рядом с уфой в кандрах в этом в школе работает очень хорошо отличник народного образования
a inde ikmak beshererga karak bulha drozzine belaj itep eshlajbeð	а если надо приготовить хлеб то дрожжи делаем так
isem gena qushterðelar	имя только дали
agastan toshop botop toshop ta jeta almajbeð tej ajew   beð ajewðe baθterabeð tej	не успев слезть с дерева говорит медведь   мы начали травить медведя говорит
tozhe uqetewse tarbiaselar bashqorttar ine	тоже учителя и воспитатели были башкиры
beððeng jaqtarða shulaj halengan tip ajtajem mikan duθtar menan berense konda taneshqanda botahe la ureθ telenda hojlasherga tereshalar	в наших краях -- как принято говорить так наверное скажу-ка -- с друзьями в первые дни когда знакомятся все стараются говорить на русском языке
nejða qerq alte   aje bejel jetmesh ber tula shul henglega ul bar salawatta jashaj	в этом сорок шесть  да в этом году семьдесят один будет этой сестренке она жива в салавате живет
min ikense kabinetqa kustem berense etazga	я переселилась в другой кабинет на первый этаж
xatene uneng sportsmenka bulgas   russa tozhe bit inde   nama   tik jaresh bujensa kita la balalaren qaramaj	жена его была спортсменкой   по-русски тоже ведь   это   только на соревнования уходит и не присматривает за детьми
a belaj une totop bulmaj ul tik ongdo vit inde shul   shulaj tejeng  	а так его не поймаешь он же только в берлоге вот   вот так мол
kilen ilaj - ilaj torop qala inde jat jerða	невестка плача остается в незнакомом месте
qoshtarðeng taweshen ishetkan da qoshqa ajlanep osop kitkan	она услашала голоса птиц превратилась в птицу и улетела
shunan hung uga tage la xabar kila qorban salerga	после этого ему снова приходить весть резать жертву
jetmesh   jetmesh ber jash tula mikan	семьдесят   семьдесят один год будет наверное
ber tanesh irekaj osrane shunda ber ureθ russkij inde tanesh ir znakomyj	тут я встретила одного знакомого мужчину один русский русский знакомый мужчина знакомый
atahe kurgan saqta zoxra menan jaqshe hojlashkan a atahe bulmagan saqta zoxrane torlosa eðalatqan	когда отец был рядом хорошо общалась с зухрой а когда отца не было по-разному мучила зухру
vrach hurep torgan waqetenda torgan da segep kitkan	в то время как врач вырывал ему  он встал и ушел
uneng qeðe nadja uðeneng koso menan gena urta maktapte tamamlaj	ее дочь надя своими силами заканчивает среднюю школу
ham klavdijane raja tip kumalar	и клавдию хоронят считая что это рая
sebertqe menan shartlatew korashew honggo atew ger kutarew ham at jareshtaren osho qoroltajða kurhaterga tereshtelar	хлестание кнутом борьба метание копья поднятие гирь и соревнование по верховой езде старались показать на этом курултае
a okaz   a ona na swobode a ul irekta joroj	а оказ   а она на свободе а она ходит на свободе
aj   balta tekterðe nejtep portnoj saqerep	это само   пальто заказал сшить позвав портного
hareqteng	у барана
shunan unan tesh kejawga qeð jagenan bulak aðerlanerga tejesh	потом помимо этого жениху со стороны девушки должен быть подготовлен подарок
vrach teshenda shul tege tesh hurgese menan kitep ulterganda ishekka barelep toshop jatep qalgan	когда врач держа зуб пошел с зубным инструментом ударился об дверь и упал навзничь
min ujlajem bel bala tewew aðere telaktar mena bik karakter ul tip	я думаю что сразу после рождения ребенка наверное эти пожелания очень нужны
a mansurovtar kuberak inde shul awelda jashajðar inde	а мансуровых больше в деревне живет
bel qaten bik uθal jawez bula zoxrane tuqmaj bota eshte eshlata	эта женщина была очень злая жестокая зухру избивает всю работу заставляет делать
tule aj waqetenda qaragan esenlap ta kojantala   hew kojantalagan qeð ale la tora	в полнолуние смотришь - действительно девушка с коромысл  взявшая воду на коромысло и теперь стоит
xaðer mena pozhalujsta mena ultera tekmangda uðengdeng baqsangda hew	теперь вот пожалуйста вот стоит в твоем дворе в твоем собственном саду вода
shul waqetta ugaj asaj une torlosa eðalatqan	в это время мачеха ее по-разному мучила
ajagenda shram bar	на ноге шрам
agar ða kumak keshe berga qorban salerga ujlaha hejerðe jete keshe sala ala	если по многу человек вместе жертву приносить думают корову семь человек могут резать
shunan hung ber waqet uqetewse ajta tej jaraj jette hin xaðer durtense tapqer osho hare botinkala durtense tapqer ekzamen biralar	тогда преподаватель говорит мол ладно хватит ты уже в четвертый раз в этих желтых ботинках в четвертый раз сдают экзамен
tik hirak jorojom	только редко езжу
moraðem amanattan qara ale anaw jondoðloqtar ana orion nima tip atala ale bashqortsa	мурадым из аманат посмотри как называется созвездие вот орион по-башкирски
bel jagena raxatlek birhen inde jasharga	хотя бы сейчас я живу в удовольствие
shulaj qeðeq xaldar bula torgajne	такие интересные случаи были
mena bit bulmak tip ajtep jebarðem	вот ведь случайно выговорила bülmäk
bereheneng ajberen beraw urlamane	никто не крал чужих вещей
a qeð kojantane bashtan alep aðaqqa xatle  	а невеста коромысло сначала и до конца  
a ular aldage kondo la keshelarga ajtalar	а они будущие дни тоже сообщают людям
qaten qeððar sovete agzalare uqetewselar hawenselar hatewselar sostafenda bulgan tip jaðelgan	было написано что в составе женсовета были учителя доярки продавцы  
a bel kem belem   togro juldan bara alar uzhe kumaklap jabeshalar jashe la oloho la jendarðeng tiðerak julda tegene botorow oson	а кто идет по правильной дорожке они прицепляются сообща и молодые и старые бесы чтобы побыстрее на дороге его прикончить
ular tuj turahenda hojlashalar tujða nisa keshe qatnasherga tejesh	они обсуждают свадьбу сколько гостей должно участвовать на свадьбе
ul minda gena tugel bashqa keshelarða la shulajðer bit inde	это не только у меня но и у других людей так наверное
tretij dom on   ona wse znajet wse wam dokladywat budet	третий дом он   она все знает все вам докладывать будет
shulaj itep igene bulha ono la bula torgajne aseqmaj torgan inek inde	таким образом если было зерно была и мука и не голодали тогда
shulaj garazde la ul toðono tozhe qapqane la ul toðono	вот так и гараж он построил тоже и ворота он построил
shul kurep toram inde xaðer barep shul buqqa qolarem da	я ее увидела и вот сейчас в эту кучу упаду
nima eshlarga belmaj inde alla nimalar la inde dogalar uqep	не знаю что делать непонятно какие молитвы читала  
kostyorðarða utte jagep botkandan hung ularðeng bota osho qoroltajðe ojoshtorowse andrash andrash uðe osho kostyorðe toqanderðe	после того как на кострах закончили зажигать огонь их всего этого курултая организатор андраш андраш сам зажег этот костер
beððe unda jaqshe itep qarshe aldelar	нас там хорошо встретили
bel jagena raxatlanep jasharbeð inde	когда ем хлеб   каждый день когда ем хлеб ем с радостью
jorogan hajbattare eshlaj ana qalemga jorop kilalar barep	кто ездит из них хорошие вот работают ходят работать по найму
shulaj mena shulajtep ul os bure alep qajtte	так вот таким образом он принес трех волков
ul front oson tip ojoq bejalajðar bajlaw it jeteshterew qesh maj birang  	для фронта чулки и варежки вязали заготавливали мясо зимой масло сдаешь  
jejansar ette mujnaq ti saqergan	внучка позвала собаку муйнака
kak by oni pokupajut wrema	как бы они покупают время
sibaj kanton da bena oshonda jashaw osoronda bik kup jaqshe eshtar eshlap qalgan inde	сибай кантон во время проживания здесь сделал очень много хороших дел
ular uga ajeq tormoshtong jaqshelege turahenda hojlanelar	они ей рассказали о том как хороша трезвая жизнь
hewðe nej hew bashta algandarenda jelgaga toshtok hew unda jað aprely batqaq jelga aθtena ana qeðel bujena	воду  это  когда воду в первый раз брали спускались к реке вода там весна апрель грязь внизу на реке по берегу кизила
ham ul ber kondo kul ergahena kilep ultergan da oðon itep jukanan arqan isha bashlagan	и абзелил однажды пришёл к озеру сел и начал плести длинный аркан из липовой мочалки
shunda qajhe ber keshelar shul shajtandeng nejhena aldanep uððareneng jendaren uððare tamuqqa jebarðe	тогда некоторые люди обманувшись этим самым шайтана свои души сами же отправили в ад
beð alarga hawbeð tibeð nu bareber heðga mena raxmat ulaj tip	мы им говорим здравствуйте ну все равно вам вот спасибо  
tegelar birmajbeð oshoð alageð belar nej bena birabeð heð qejbat hatageð tigan hemageraq ajtemdar menanme	те не дадим дешево берете эти вот вот даем вы дорого продаете мол типа с поговорками ли
a bit uqewselar bit   maðrasala joromajðar student ta ul shul nejða ul	а ведь ученики они ходят не в медресе они студенты  они в этом вот  
no beðga baldaq bulmane shul jeldare baldaqtar magazinda bulmane	но нам колец не было в те годы в магазинах колец не было
hot asegandan hung une agas hawettarga jejabeð	после того как молоко скиснет собираем его в деревянные сосуды
shunan unda higeðense klassqa tiklem uqeneq ta beððe tugeðense unense klassqa ofoga jebarðelar tozhe internatqa	потом там до восьмого класса учились и в девятый - десятый классы нас послали в уфу тоже в интернат
wot shulaj primerno jesche hojlargame buldeme	вот так примерно еще рассказать или хватит
ojogoððo belajtep eshlagas jatesh bulgan aje vit	удобно получилось то как вы переделали дом
shunda ekzamenga kildek osho raxmat awelena os saqrem jerga	сюда пришли на экзамен в деревню рахметово на расстояние в три километра
ikense torlo bejew ojrata ham ikense turga beð sentyabry ajenda barabeð ða	другим разным танцам будет учить и в сентябре мы поедем на второй тур
seqqas ularðeng julena un ike bure tap bulgan	когда вышли на их путь вышли двенадцать волков
saqergandar unda aleθ ta ul	позвали туда же далеко
ham liza ularga operacija eshlaj	и лиза делает им операцию
stolyar bulde i plotnik bulde inde	был столяром и плотником
shul balaneng kuð jashe jelga bulep agep toshkan awelga	слезы этого мальчика став рекой текли в деревню
allaneng iseme menan tip ajtep beð hareqte hujabeð	произнося во имя аллаха мы режем барана
unan ular bergalap jashaj bashlajðar anglashalar inde	после этого они начинают жить вместе понимают друг друга
qorbande bageshlarga momkin ulgan keshelarðeng ruxtare oson jaki bulmaha uðengdeng gailangdeng hawlege oson	можно посвящать жертву душам умерших людей или может быть здоровью твоей собственной семьи
shul taθmale kuldak menan keshe ul malda qunaqqa joroj beð ekzamen birðek	в то время в платье с ленточками люди ходили в гости а мы экзамен сдавали
ramila klupta eshlaj ine a gajnetdin torlo eshtarða jorono	рамиля работала в клубе а гайнетдин на разных работах работал
baw alde la majtam nima eshlajeng	он взял веревку я говорю что ты делаешь
huθar shashke tolko   tolko lisa vit inde bure wolk   ajewga uðeneng mena nejenda gumerenda ular alte ajew tottolar shest medwedej	куница норка лиса   tölkö - это лиса büre - волк   на медведя  в своей этой жизни они поймали шесть медведей шесть медведей
a ataj ul qujan hemaq namalarðe ul uzhe oxota hemaq henamaj	а отец вещи типа вот зайцев не воспринимал как охоту
shunan ul nejðe qajtqas beðga itek tekterðe nej alep kilep	потом он это когда вернулся нам сапоги заказал чтобы пошили принес
qeð jagenan tozhe ber qeð keshe bula inde	со стороны невести тоже одна девушка должна быть
durtense klasqa ujlap qara ale	в четвертый класс попробуй представить-ка
bel takbirðeng perevode alla bojok alla bojok   muhammet pajgambar sallallahu alajhi wassalam uneng ilsehe	перевод этого такбира аллах велик аллах велик   пророк мухаммед -- да благословит его аллах и приветствует -- его посол
malaj ajta inde ataj qurqma min qorban bulerga aðermen tej	мальчик сказал отец не бойся я готов быть жертвой
baltergan tejðar menda shul baltergan shune alep kilep qaðanda qajnatam shune	борщевик здесь называют вот борщевик его приношу его в котле варю
no rus   rus uqew jorttarenda uqehalar ða ular russa uqejðar hajbat uqejðar inde	но даже если учатся в русских учебных заведениях они по-русски читают хорошо читают
bogon buler ul	сегодня будут наверное
shuneng menan ikense sharte utala nikaxteng osonso sharte ul jegettan qeðga birela torgan mahar mahar ul obazatelno	таким образом исполняется второе условие третье условие никаха… это выкуп который передается невесте от жениха выкуп это обязательно
ber malde beððeng tuzik tigan etebeð bula torgajne inde	когда-то у нас была собака по имени тузик
wes u mena na glazah stoit	весь у меня на глазах стоит
ili shakar halep ta esalar	или добавляя сахар пьют
uðeng baldareng menan semjang menan	и сам и детей и семью
kerandastan osholaj hikerep toshkane vis ku   iθemda	как он спрыгнул из телеги все в памяти
kilen hojow jolahe bar	есть обряд приласкать невестку
bel kumerðe oðatqandar aðaqtan	этот уголь отправляли потом
hewe aseq ultera raxatlanderep hew esam toððare aseq ashajem i apajðare botahe jata tujenam	вода стоит открытая - я досыта пью воду соль открыта - ем и весь хлеб лежит - наедаюсь
oj kak ih zwali ja uzhe zabyla	ой как их звали я уже забыла
shunan aj ber konda bel ike malaj talashep hugeshep kitkan	потом ох однажды эти двое мальчиков сильно поссорились подрались
qorbande salganda os kena kon waqet bar uraða nej qorban gajetenda shul os konda salalar  	курбан режут только три дня в дни праздника курбан ураза    это    во время курбан-байрама в эти три дня режут
mladshij brat zhiwet wot nam na troih eto posobije polagalos znachit	младший брат живет вот нам на троих это пособие полагалось значит
uððare nej    kak eto skazat obraschatsa ale    horap	сами   это   как это сказать обращаться   спрашивают  
i wot nej une   min wot kak himik bulgas ximijane uqegas qena beldem inde takoj protsess	зачем проращивали я не понимала в то время зачем столько мучиться-то сколько работы
taðrane teshqe jaqtan   taðraneng ramen esqendergandar ða timer reshotkane kakerajtep ingandar	окно с внешней стороны   оконную раму сняли и погнули металлическую решетку и вошли
minenga nej tosh hemaq inde tuj utkane	для меня то как проходила свадьба было как во сне
shunan hungenan bel izab bulgas  	потом после этого когда состоялся никах  
agar ajthalar heðða tujðe tage la ili un kondan ili ber ajðan dawam itabeð tihalar shul waqet utewga baralar	если скажут у вас свадьбу еще или через десять дней или через один месяц продолжать будем приходят как только проходит это время
a inde keshe botonlajga ja esep ja bashqahen eshlap urlashep keshelektan seqqas keshe qiafaten jugaltqas bel keshe jendarga butan karakmaj	а уже когда человек совсем или пьянствуя или другое делая воруя перестает быть человеком когда человек потерял облик этот человек духам больше не нужен
i   qasep kitep bargan ti	и убежал
qesh jetha qapqan hala torgajne	как зима наступит ставил капканы
ongdo inep shulajtep tajaq menan bolgajbeð ða tej ajew seqha ajewðe atep alalar	в берлогу когда войдем вот так вот шестом тычем говорит когда медведь выходит - стреляют в медведя
hizra aje bujensa ramaðan aje tip atala	в соответствии с хиджрой месяц называется месяц рамадан
kartufte tege makaron hemaq itep oðon itep qerqep besherep kipterep birew shulaj bulde neq bulde	картошку вот как макароны делали длинно нарезали готовили сушили и сдавали - вот так было строго было
dazhe   jað jette tej	даже   и вот пришла весна
ul serbijala eshlaha la oshonda kilep beððe kurerga kilgan	хотя она и работает в сербии приехав сюда пришла нас повидать
a berga buldeniha uzhe izabtan alda barep qarshe alalar qeðel taθmalar tagep elek nej par attar jegep	а если вместе будет уже до никаха встречают гостей красные ленточки цепляли раньше это пару лошадей запрягали
jegerme jashe tulewga ul   ul waqetqa qaraganda ður patistennyj   ike bulmale oj toðogan qustelare menan	к двадцати годам он   по сравнению с теми временами большой пятистенный   двухкомнатный дом построил со своими младшими братьями
shul waqetta klavdija qarar ita	в этот момент клавдия принимает решение
ekzamende bishka birðek ta qajtep barabeð qajtteq	экзамен сдали на пять вот идем домой пришли
i milicijaga zwonit ittem shulaj milicija kilde tiksherðelar	я позвонил в милицию тогда милиция приехала стала расследовать
potomu chto okazywajetsa on ochischajet krowenosnuju sistemu tam zhe nej rozh nej i owes samaja poleznaja chast	потому что оказывается он очищает кровеносную систему там же это рожь это и овес самая полезная часть
sonki beð sovet osoronda uθkan keshelar sovet ilena bulgan togroloqto haqlap xarbi xeðmatta bulgan keshelar metall oson beð uðebeð germanijala sovet gaskarðare sostavenda xeðmat iterga tura kilde	потому что мы люди выросшие в советское время хранили всю верность советскому государству находящиеся на военной службе люди ради металла нам самим пришлось служить в составе советских войск в германии
tak   shunan nima bar ikan tagen	так   потом что еще есть
xatta uneng uðeneng bassejne bar ine	даже у них свой бассейн был
ul lishnij kusok obazatelno uneng bulde	она   у нее обязательно был лишний кусок
shulaj qerq kondan hung   qerq kondan alda ili qerq kondan hung obazatelno isem qesqerter karak	так через сорок дней   прежде чем сорок дней или через сорок дней обязательно нужно звать кричать имя
berehe arqahena ulterep berehe ikmak menan awratep awelga qajtep kittelar	один сел на спину один заманивает хлебом в деревню уехали
hungenan une keshelar tabalar ða i burelarðe kosoktaren da atep ulteralar inde	потом ее находят люди и волков c волчатами пристреливают
w semdesat tretjem godu beð benda oshonda seqteq	в семьдесят третьем году мы сюда сюда переехали
ham qorban   shul uq waqetta qorban salena qorban bajrame aldenan da hungenan da ul qorbandar ða qabul bula	и жертва   прямо в это время приносятся жертвы и до праздника и после эти жертвы тоже принимаются
alla bojorha jejan - jejansardar tewha	если будет угодно богу когда родятся внуки-внучки
kuda baralarðer min unehen tochnohen uzhe ne znaju xaðer uzhe	куда ходят - я этого в точности уже не знаю сейчас
kungelle utkarðelar mena tujðe	весело провели свадьбу
ularðeng alte   bish malaj ða ber qeð ine	у них шесть   5 сыновей и 1 дочь была
belgan bulham min uga barer inem a min specialisttarga shelteratabeð serviska shelteratabeð bit inde	если бы я знала к нему пошла бы а мы специалистам звонили в сервис звонили
sonki mineng bota xejalem uqetewse bulew ine	потому что всей моей мечтой было стать учительницей
uchale ofomo	учалы уфа
korashkan malenda alege dejewðe kutarep jerga hugerga telaganda ajaqtarena tubeqtarena xatlem hew   jerga batqan ham dejewðe jerga bargan inde	во время битвы когда он хотел поднять и перебросить того дива на землю он погрузился по ноги по колени в вод   в землю и опрокинул дива на землю
tander utta qajnap seqqas une shul aðere hoðabeð taða hawetqa	как только оно на медленном огне дошло до кипения его сразу же процеживаем в чистую посуду
torlo qewaq aθtenda jal iterga jatqan ti	под разными кустами он лежал чтобы отдохнуть
taqmaq segarep bottolar beðga	частушки про нас выдумали
anda aðerak tak drozhzhi toshoralarme ili nimaler inde	туда немного так дрожжей запускают ли или что-то там
taðra to  ulterep ilap ulterðem agajðeng kitkanen	у окна сидела и плакала что брат ушел
i ular kildelar milicija menan eðlanelar tapmanelar	и они приехали с милицией искали - не нашли
xaðer jashtar uramda joroj esalar hugeshalar	теперь молодые на улице ходят пьют дерутся
tesh hurðerep ultergan waqetenda neq awertewena seðaj almaj	в то время как ему вырывали зуб он не cмог вытерпеть эту боль
alarðeng waqete bar tonon jashagan urendare munsa bulha jerðeng tishektarenda dinggeððeng toptarenda	у них есть свое время - ночью места жительства -- это баня в расщелинах земли в глубинах моря
hajbat bulde ul asleq bulmane beððeng awelda min ale la maqtanam da	было хорошо это голода не было в нашей деревне я и сейчас хвастаюсь даже
hurat eshlarga totongajne gena qeðep kitep dares botto la ular seqte la kitte	только он взялся рисовать рисунок разгорячившись как урок закончился и они вышли и ушли
shunan jajlap majtam oh parazit joqlarga birmaj tinem da ung jaqqa boroldom da joqlap kittem	потом медленно говорю ох паразит не дает спать повернулась на правый бок и заснула
irðar juq bit inde   qeððar malajðar  	мужчин же не было -- девчонки парни  
beð ða shunda shul kostyorga holo ergetep shunda uðebeððeng telaktarebeððe telanek raxmatebeððe wengr xaleq   madjar xaleqena   telaktarebeððe ajttek raxmattarebeððe ajttek	и мы там в тот костер бросили овес там пожелали свои желания нашу благодарность венгерскому наро   мадьярскому народу высказали наши благодарности наши благодарности высказали
unda jerðan segep jatqan seganaqqa jele hewga eshlanelgan	там сооружен извергающийся из-под земли источнику теплой воде
qaq hojakke qalgan i ular uð ara hojlashalar tej inde ikawhe	с голыми костями остался и они разговаривают друг с другом вдвоем
min uðem wot jetmesh tugeðense hikhanense jeldarðan kolxozda eshlanem	я сама вот с 79-80-го годов работала в колхозе
abej ajagema alla ni bulde baθa almajem	бабушка с моей ногой что-то случилось не могу стоять
net zhertwam zhertwam reabilitirowannyh	нет жертвам жертвам реабилитированных
shulaj uq rus tele ham bena oshondaj fandar menan ber rattan mulla ukazle mulla la uqetqan inde	также наряду с русским языком и вот такими науками мулла указной мулла обучал
baθewðarða qar totow kol jejew mena shulaj neq ojoshtoroldo	на полях снег держали золу собирали - вот так строго все организовывалось
agasta mena umartala umartanan nu   qer nejðare tip atala inde   bal qorttare tip	на дереве вот в улье из улья ну   дикие это называется   пчелы мол
beðga jaqen gena uchale rajonenda dialekt botonlaj   a botonlaj tugel inde no ikenserak	в близком к нам учалинском районе диалект совсем   ну не совсем но немного другой
benda jashawe qejeneraq bulgan tage la unda aseq uren	там было сложнее жить еще там открытое место
aerop   shunan magnitka kitkan juldan kitep barabeð ða	после этого по дороге которая идет на магнитку мы едем  
kuððare gena jalterap kurena	только глаза блестят
a ataj ir zatenan bulgas bareber undaj neje bulmagander inde shul	а папа раз мужского пола все равно у него такого этого не было наверное
handeq handeqta praba   olasajðeng asaheneng hugelgan taθtamaldare borongo	сундук в сундуке мамы бабушки тканые полотенца старинные
zal kingaja	зал шире становится
min shundaj qeðe   falan qeðe falan falan ulenga   falan ulena falanga seqtem	я это дочь   дочь такого-то такая-то сына такого-то   за сына такого-то того-то вышла
toðlo kulga beð jel hajen ba jaj kono ijuly ajenda eθe saqta barabeð	на соленое озеро мы каждый год ед   летом в месяце июле в жаркое время едем
liza isemle xirurg tormala ultera	в тюрьме сидит хирург по имени лиза
osho sibaj kanton beððeng awelda jashagan osorða jetakselek itkan osorða maktap toðolgan raxmat awelenda meng higeð joð altmesh durtense jelda	во время проживания этого сибая кантона в нашей деревне во время управления была построена школа в деревне рахметово в 1864 году
ashjawleqtare ishew mena semeldereq tejðar tege sharshawðare bula torgajne	скатерти еще вот полог вот говорят занавески были
shunan birle min anglanem min ul balalar menan uqetewse hemaq tugel a apaj hemaq jorojom	после этого я поняла что я с этими детьми не как учитель а как старшая сестра себя веду
bula   jes   agar ða ukrop jaki jewa   jewalar bulmaha bula pomidorðe halerga   wse	можно   ес   если же нет укропа или лука можно положить помидоры   все
magatifa	магатифа
shul mamerjane shulgan tash mamerjahe tejðar inde kulen da shulgan mamerjahe   kule tejðar	эту пещеру называют пещера шульган-таш а это озеро называют пещер   озеро шульган
nu qaten - qeð bularaq mikan	ну как женщина наверное
