tar ekun bajewo olamama	что вместе с человеком
hana	тень
tar ekun digiktama	что способно летать
dal	ум
tare ekun tirgani in omukon	какая жизнь дня одна
inachi	заря
tare ekun dalichi	что умное
du	чум
eri dunda ekun biginmu	что есть  этой земле
tolkiton	сновидения
tar ekun ewkimanawra	что не кончается
mu	вода
tar ekun tagnajitanga etande bakana	это какой счёт ты не получишь результата
ogikaktel oron udal	звёзды оленьи тропы
tar ekun tegemintekin howudara	что прибавляется каждое утро
tugarekin lukiwkil dugarakil titiwkil	когда настаёт зима они раздеваются когда настаёт лето они одеваются
nukal	травы
tar ekun biwk golomo	что всегда голодное
amga	рот
tar ekun hamaj hukujin	сокуй у самоеда это что
ilgin oron	олений хвост
tar ekun ilan jega	три глаза это что
ilan tunuk	три окна
tar ekun omukon in	одна душа это что
togo	огонь
tar ekun tikulidikakun	что очень сердитое
burga	пурга
shulaki amikannun arcaldira	лисица встретилась с медведем
amikan gunen shulaki ewa wejushcandi	медведь сказал лисица на кого ты охотишься
cinekelwa eleptiki̇nma	на лесных птичек 
shi ela dewungnendi	ты что ешь
dujapcalwa nangtalwa	бруснику шишки
  shi edu anngacindi	ты где ночуешь
bi anngacingnam dola	я ночую внутри 
shi edu anngacindi	ты где ночуешь
bi nalgdu anngacingnam eleptikin dewungnem modowi	я ночую в коряжине птиц ем в своем дереве
o eleptiki mindu ngelemugdi	о я боюсь птиц
bi ngelecingnem mugdekendi ewunikin eshal	я боюсь пня с поперечными глазами
o wi adija-wal ewunikin eshal eruwdam	о я скольких поперечноглазых убивал
shi gelektikel mugdeken ewunikin esalwa wi eleptikilwa ajdam	ты поищи пень с поперечными глазами я птиц принесу
shurura	ушли
amikan gelektilden tala arcaran mugdeken sheciwa	медведь пошел искать там увидел ушастый пень
amikan gunen mugdeken nelge sheci ile ngenedendi	медведь сказал пень коряга с ушами куда идешь
amikan gunen   bi shine shuruwdem	медведь сказал я тебя унесу
mugdeken garparan amikanma eshile higren ireksewe ingaktawan hushshan engektewen gulire cukingnen	пень выстрелил в медведя потом ободрал шкуру шерсть  нос повесил на дерево-чуки
ingawan ungkuren tulilā	шерсть высыпал снаружи
ashinan weje	заснул человек
timatna tegeren ingaktan oror oca	утром проснулся шерсть в оленей превратилась
amikan shulakitki engnen emere	медведь никак не шел к лисице
shulaki nunganman alatten alatten gelekteneshshen	лисица его ждала ждала пошла искать
bakaran amikan dilin cukidu	нашла медвежью голову на дереве-чуки
churi	чукчи
churi bidawki	жили-были чукчи
hulukukan bajelwo bichow	они были очень маленькими людьми
dur churiwe genadawki genadawki genadawki	два чукчи ходили ходили ходили
omukon lagigilwe taril churil dawuchichaw	те чукчи были пойманы в ловушку
omukon churi ewenki wacha	одного чукчу эвенк убил
tadu churi huruwcho monmit dudu	тут он привёл чукчу в свой чум 
omukon hamaj emecho	пришёл один самоед
istecho churi gundaren ekur dawunde churi	он увидел чукчу и говорит как ты чукчу поймал
hi eshawhandi churil	ты не знаешь чукчей
wakal churi	убей чукчу
nugar homa ripchu bajelwo	они очень плохие люди
ewenon kototcho churi	эвенк пырнул чукчу глефой
tar churi kowulgatcho tupsacho	чукча увернулся и убежал
taduk hamaj agakshacho ilan ororwi issha tar churi	тут самоед погнался тремя оленями догнал чукчу
kugitchakeldu kugitchakeldu wacha	они дрались-дрались и он убил его 
bakaldira dur urilehel	встретились два стойбища
duktedu wicel dur hunil	на обоих было две девушки 
umuken urilen wice ileti̇ ge wicen ilemi	одно стойбище было людоедов другое -- людей
duktedu wicel dur omolgil	на обоих было два парня 
nungartin dugeldinel eknilwer ahilcal	они обменявшись старшими сестрами поженились
tegemi̇-nen hujātte	на следующий же день разделились
iletil hegencelle umukenme nulgiwe nulgikenimi̇l	людоеды стали шаманить пройдя один переход
tar ahiwa waptintamulla	ту женщину захотели принести в жертву
ahi tagran nungandin waptintamudariwatin	женщина узнала ее принесут в жертву
ahi gullen mine tinkallu tuliski̇ judew	женщина сказала меня пустите выйти на улицу
nunganman tine tuliski̇	ее выпустили на улицу
ahi tuktiren nengiri̇le taktikandula	женщина влезла на наклоненное дерево на кедр
hamangitin gullen waptinmar wakalle	их шаман сказал жертву убейте
ileti̇ gunen acin waptinti	людоед сказал нет жертвы
gelektelle ileti̇l waptinmar hewuldi waptinmar alwara wakadami	стали искать людоеды жертву с факелами жертву не могли найти
emene timanila ngerildelen	оставили до утра до рассвета
timatne gelektelle hurucel dur winel hoktoliwi	утром стали искать пошли вдвоем искать
ahi issa akindulaji	женщина дошла до брата
akinmi istakin-nun nulgihince dolwoniwe	до брата когда дошла ночью они откочевали
birawa dongotomoktowo dakca	перешли замерзшую реку
dakkanim udaduwi dukca dukewe	перейдя на дороге прорубили лед
ileti̇l wirawa dakdanal dungnadun ejetcel	людоеды переходя реку в проруби утонули
hulakija wakaldira kukeki̇nun	лисичка встретилась с кукшей
urine umukendu	стали жить вместе
hulaki gunen huruget ilele wanahinmat wi ejeki̇ dawrasmakiw hi ahiningnakal	лисица сказала пойдем людей убивать я вниз поплыву в лодке ты спи
holoki dawrahinen	вверх поплыла
hulaki iceren ilelwe kukekiwe heriwren	лисица увидала людей разбудила кукшу
agre nurmahine durpu widere	пристали стали скрадывать две юрты есть
hi ngewuwa pektirulkal nungartin ulekitper guldingetin ameja-j gulingetin engnekel etekel ware hi pektirulkal	ты в нижнюю стреляй они нарочно будут говорить „отец“ а будут говорить „не стреляй“ ты стреляй
upkatpa tepure	всех убили
hulaki cimkaji pektirudece	лисица стреляла в срединную жердь
kukeki̇ iceren hongollon nginnun dugedun hongoren cumiknanmi	кукша увидала заплакала на вершинке сухого дерева плакала пока не стала маленькой
bira elekes dongotoldorokin kukeki̇ wurdaktidiran wiradu	когда река только начала замерзать кукша прыгала по реке
hulaki icetciren gunen kokcarri eda nihintidanni	лисица увидала сказала зачем ты лапками щелкаешь 
burdalilgat kukeki̇ gunen	давай попрыгаем сказала кукша
hulaki wurdadna ejuren	лисица прыгая утонула
bira dogidalin hururen wakaran ollolwo	вглубь реки ушла встретила рыб
ollol enintin uhederen	мать рыб болеет
hulaki gunen bi haman wihim ugiski̇ turuje okallu	лисица сказала я шаман постройте столб наверх
ora	сделали
hulaki̇ tuktiren huktillen dulaji	лисица вылезла и убежала домой
ilan ahal dawradera ilan inmekil korcimotin	три женщины едут в лодке у них три торсука вяленого мяса
hulaki jekeren ahal mine gkallu dawduwar	лисица крикнула женщины возьмите меня в лодку
gada nunganman	они взяли ее
dawradana gunen hulaki mine tewuskellu daskallu	когда плыли лисица сказала посадите меня в лодку накройте
bi urele wirala icemi̇ ekuma wira ure gerwin ulgucedinew adene	я увидев горы реки скажу во сне как называется река гора
nungan ahinen	она заснула
ekuma tar icewullen wira hannguktalla	какая река там виднеется спросили они
hulelge hulelge	вязки вязки 
ngenedenel hannguktalla ekuma tar wira icewullen	двигаясь спросили какая там река виднеется
uhi̇lga uhi̇lga	уздовая уздовая
taduk nan ngenere	потом еще проплыли
hula ekuma wira icewullen	лиса какая река показалась
kumkelka kumkelka	вшивая вшивая
kkallu gunen cikenmulc wihim	пристаньте сказала я помочиться хочу
agre cikennehinen hulaki	они пристали лисица пошла помочиться
cikeldene injektelce jekece na ha ha kercim{ewe upkatwa manam	когда мочилась захохотала крикнула ха-ха-ха вяленое мясо я все съела
ahal ehile nunganman ahahina moldi	тогда женщины стали гоняться за ней с палками
hulaki mowa tuktiren ugiski̇	лисица влезла вверх на дерево
nunganman togot wadaralla	ее подожгли
togowo hulaki gullen ekel dewre upkatpan uksediken hulakal	лисица огню сказала не ешь меня всю с рукавчик оставь
togo uksediken hulapcan	огонь оставил с рукавчик
erduk hulaki irgin uksediken ocan	с этих пор лисий хвост с рукав стал
jegin haldatil wicel muduren wicen	жили девять солдат хитрец был
culluwki oran jeginme weril jeginme lukil	болтун сделал девять луков девять стрел
haldatilin emere mudurendulā	солдаты пришли к хитрецу
gunen muduren berilwi ni̇-wal gammulakin wumcew namadidu aruwlil	хитрец сказал если кто-нибудь хочет взять  отдал бы мои луки за сотню рублей
haldatilin gune eda aja wer luki	солдаты сказали разве хорошие лук стрела
muduren gunen ergecin wer aja wingneren hu gami telingne wajdingahun	-хитрец сказал такой лук хороший бывает вы купив  сразу разбогатеете
bi wajcaw werildi̇ji	я разбогател благодаря своим лукам
muduren netce jegindu irektel mengurwe jopoco	хитрец положил в девять лиственниц деньги закопал
muduren haldatilin gune berilwe emewkel	солдаты хитрецу сказали дай луки
muduren wuren gunen icetkelle	хитрец дал сказал посмотрите
haldatilin icecille	солдаты стали смотреть
muduren garparan irektewe dagacanduli lukin lupuraran	хитрец пустил стрелу рядом с пнем лиственницы стрела взлетела
muduren gunen icetkelle ulāldalim ulallan mengurwe	хитрец сказал посмотрите буду копать выкопал деньги
mengun wiksenmen wakaran	как будто клад нашел
haldatilin gune ehile aja-da	солдаты сказали теперь хорошо
dulawer hurure duwar ista	домой ушли дошли до дома
cajtire ahalduwer gune ajalwa werilwe gadawer	пили чай женам сказали что купили хорошие луки
cajtikanimil hurure garpatnahina	попив чаю ушли пошли стрелять
hekilwa garpatta garpatta ulālle ulālle ecel wakara	стреляли стреляли в старые лиственницы копали копали не нашли
gune muduren ujekkidekin ekun ergecin elaha-wal wakadingalti nunganman	сказали хитрец обманул такой-сякой когда-нибудь встретим его
tegol soningiltin dagamaldingnara umnokon	роды объединились однажды
eja-wal hanumi umunupkit ongnara tarilduk emukon etegje ongnara	если что-нибудь проведают устраивают собрание одного военного вождя выбирают
eteg ocan cemdelduk hilkice	военным вождем стал хилькиче из чемдель
cemdel nonon teruldecatin tegolnun	чемдель сперва начал договариваться с другими родами
terukajamil emere daldulawi oran gerbiwe tegol etegitin sinmadawer	договорившись  пришли к своим родственникам по браку и сделали то что называется выбирать вождя племени
tegol holoktotin umunupcotin duga	чтобы другие роды боялись соединились летом
etere sirul ongolderoktin	закончили в то время когда быки сбрасывали кожицу с рогов 
eton tawer herekeltere	закончив разошлись
hilkice tunngawa ibderi dawacadara cemdelwa kordujalwa nuskagirwa momolwo macakugir eril bisin holoktot dawucarin cemdel	хилькиче пять родов взял чемдель кордуяль нюшкагир момоль мачакугир это были  которые и раньше были у чемделей под рукой 
gildu tegoldu bidecotin digin ibderil binel gerbiltin bicotin bagdalil tonkul buldagir lontogir	у другой фратрии было четыре рода имена их были багдаль тонкуль бульдагир лонтогир
tar ibderildu eteg amakakan bicon bagdalduk	у родов этой фратрии военным вождем был из багдалилей
tar soning nungarnuntin bidecon	этот военный вождь с ними вместе жил
digin ibderil duleli emere	четыре рода первыми пришли 
inedenel upkatpa etere noktere dunnowe aldira molwa ili-wel dagamaldilmi nepteme bidon	живя  закончили всю  выровняли землю обтесали деревья чтобы где бы ни сходились было ровно
onangma ora gerbin hatala	шаманские жертвенники сделали  название hаtаlа 
deginngudun mondun nunganman tulere anngudun ora lukuconma dulindun sunngire ollunma molduk sunngitte mautilwa omukondu mongogordu dan mautil	на левое дерево установили а на правом сделали luкučоn  посередине натянули покрышку чума от деревьев натянули ременные арканы на одной хорде десять ременных арканов 
kaltakaldun dan bejel gedun dan dulindun turucelle dur bejel engesimemel	за одну половину десять человек за другую десять посередине два человека очень сильных стали держать
dur onangil bicotin tawjagedun anngudun bicon lukucon deginngit bicon hatala	два жертвенника были по обе стороны на правой был жертвенник сохатый на левой медведь
tar dur bejur turucecotin soningil mucewurwetin	эти два зверя поддерживали вождей сердца их
tar bejurduk ajakicipkil bejngole bakadawer antilawar	от этих зверей надеялись больше какого-нибудь промыслового зверя получить
ere mudaldakitin soningil umunupkicitin	этим закончилась подготовка к племенному сбору
er gerbin tegol soningiltin dagamaldidakitin	это называется схождение родовых вождей
edu umunupkittu jegin ibderil bicotin	на этом племенном сборе было девять родов
umunupkitper ocatin jegin ibderil	девять родов сделали племенной сбор
onangilwa turucecotin dur bejel cilkicil onangma turucecotin	двое мужчин поддерживали жертвенники самые сильные жертвенники поддерживали
kaltakaldun dan soningil dulukkacar gedun kaltakadun dan soningkar dulugul	на одной половине десять воинов богатырей средненьких и на другой стороне десять богатыришек средних
etegil dure ge kaltakadun ge kaltakadun	двое военных вождей фратрии один на половине один на половине
dur soningil duleli tuksasinan gil amardutin namaraldira mautilwa duliglaltin kongdira ellunme dulkaglan kasitta	двое богатырей вперед с двух сторон навстречу друг другу побежали остальные богатыришки позади их гуськом бежали ременные арканы ровно пополам порвали кожаную покрышку от чума ровно посередине порвали
kasitkajemil ellunme mongoro herkewurgocirwe	порвав покрышку веревку скрутили
taduk momeliltin dawaldira	потом между собою схватились
bagdal dabdaran gile sonikkar tukse dabdiran soningkarwose	багдаль был побежден  другие богатыришки тоже одержали верх над богатыришками 
tare dabdidakitin dalduwar bagdalil daldaktuwar	это они побороли своих родственников по браку
samantin sewencellen gunne edawi dabdaran bagdal	шаман их племени начал шаманить говоря почему побежден багдаль
cemdel upkattuk etegitin ocan gerbin bicon hilkice	чемдель из всех военных вождей вождем их племени стал имя его было хилькиче
erdelon cemdel etekkocille	до тех пор чемдель стал считать себя вождем 
etektewer ilitmatcemi ora hegdiwe ewinme ikonipkil horogdonipkil mikcallupkil ganatmacepkil momelilwer	закончив стоять друг против друга  устроили большую игру пели хороводом стоя пели на корточках прыгали в вышину стреляли друг в друга из лука 
mautilwa usilore motikindu tar mautilwa tuksamner delengeldipkil	ременные арканы натянув между деревьями через эти арканы на бегу перепрыгивали
etektewer ewidemi ora iremetkipte	закончив игру устроили угощение
danma guluwur ilara tar guluwurdu deptilelwe hujuwulle ullelwe silalla halgarwa higille osalwatin tare halgar motil halgartin	десять костров разожгли на тех кострах пищу стали готовить мясо начали на вертела насаживать с ног убитых животных стали снимать камусы это ноги сохатых ноги
dullewe iremimotte uruktewer	два дня угощались радуясь
tadu asalwe ipkore ikondedotin upkatpatin ikonille	там женщинам велели петь все все стали петь
etekejemil iremimotcemi ikone ilanma dolbonil	закончив угощаться пели три ночи
etegitin cemdel hilkice norawusinan ikondeneotissol otissol taktosildekallo ngenulgecir gekencenel	военный вождь чемделей по имени хилькиче стал заводить песню запеваядавайте играть быстрей как птицы летят голову вверх держа как крохали  бейте крыльями чаше на зимовку птицы как улетающие головы выше вверх натянув держите
etere ikondemi samanmer ipkere sewencedon	закончив петь шамана своего заставили шаманить
saman sewencellen nunganniwatin inkitpetin dur dolboni nimnganen	шаман начал шаманить про их жизнь две ночи пел шаман
ere umunupkittuk bakawran tegol etegitin cemdel gerbiconin hilkice	на том собрании нашелся вождь родов из рода чемделей называемый хилькиче
ere kerkan beje gedu gerbin	он самый бойкий мужчина иначе говоря
bagdalil dabdaran cemdeldu	багдалили проиграли чемделям
bagdalildu etegitin ocan panngalekon uto	у багдалилей вождем стал pаnŋаleкоn ətəɣ
amaskiptil ibderil bakangkitin sonigmawar emukonduk ibderiduk	прежние роды находили себе вождей-богатырей из одного рода
dure ibderi dancal opkil hegdije dagamaldikitja momelilduwer idimarduwar kecakol opkil soningdu tukse samandu	две родов заключающих взаимные браки образовывали большое объединение между собою из их военных вождей особенно воинственные становились вождем племени а также шаманом 
saman molkure tare eteg opki samandula	шаман духов  тот главным вождем у шаманов становился
samantin sewencecon upkatpi dalwi	шаман шаманил обо всех соплеменниках
nungan tare durdi bejngol ilkowunin ibderilwi biniwetin	он с помощью тех двух зверей предсказывал жизнь своих родов
lukucon oran duleskiptin bakapkat wejngole	luкucоn стал в дальнейшем средством для того чтобы найти зверей
hatala oran tarigla bakopkagla duloskiptije saman gisujan	hаtаlа стал средством чтобы найти духов шаманской колотушки
hulaki emece irgici̇ dulan gullen bi ororwos umukendu wegadu wurgugi̇dengew mindu wukel ororwi etejettew	лисица пришла в дом волка сказала я твоих оленей в один месяц сделаю жирными дай мне оленей караулить
begaja wikenim gennedeji	через месяц придешь возьмешь
irgici̇ wuren ororwi	волк отдал оленей
hulaki huruwkenim ororwon dewren upkatpa manaran	лисица уведя  съела оленей всех кончила
depitcene ikteji kaputtan	пока ела сломала зуб
begawa wikenim emediren irgici	по прошествии месяца приходит волк
hulaki iceren dingnilehinen irgici dulan gullen hikenduw imurene ujikellu	лисица увидала убежала к дому волка сказала привяжите на шею мою сало
irgidu kongaktaja ujikellu	на хвост привяжите колокольчик
ujekittinun dingnilehinen	с привязанным убежала
hulaki wakaran dalwi umukendu gulucallan	лисица нашла родню свою вместе стала жить
emederen irgici̇ emeren guluwunma wargimnak mikcanen irgiji ilaran hulakil injektelle irgici̇t	приходит волк пришел через костер перепрыгнул хвост поджег лисицы стали смеяться над волком
irgici iceren ikten kapurgacawe gullen tilemecilget	волк увидал сломанный зуб сказал давай поищем вшей
tilemecille	стали искать вшей
irgici gidalaran hulaki̇l upkat dingnilehitte	волк заколол  лисицы все убежали
eni ekun emederen untan onoci hawanatme ijeci̇ honandus tegedengen gullen kungakan	мама кто идет унты вышитые железные рога на верхушку жердей чума сядет сказал ребенок
tar kungakan amuttula dawrashca hawanatme ijeci̇ emece honandun tegece	тот ребенок на озеро поехал в лодке железнорогая пришла на шесты чума села
eni̇ni̇n cirikewe ojoduwi nece	мать его котел на голову надела
hawanatme ijeci̇ depce tar ahiwa kalatajwa	железнорогая съела ту женщину с котлом
tuk-ke kejim hutelen ngenece	так сделав к ребенку пошла
hawanatme eridewki tar ahi hutewen	железно позвала сына той женщины
tar kungakan aminin emece hutetki̇wi gundewki eninni-ke i̇le hurucen	пришел отец того ребенка сыну своему сказал мать-то твоя куда ушла
nunganman hawanatma ijeci̇ depcen	ее железнорогая съела
tar weje hawanatme ijeci̇we ahitalca	тот мужчина женился на железнорогой 
taduk tar weje huruce daldulawi ahilakajim	потом женившись тот мужчина ушел к своей родне
hawanatme ijeci̇ngin huruce edi̇wi ahashc	железнорогая ушла последовала за мужем
hawanatme wokoco edi̇wi	железнорогая нашла своего мужа
guluwurwa ilatcal ahatkarwe gucel omaktawar kukinmar ngennewkelle	зажгли костры девочкам сказали приведите новую невестку
hawanatme guluwundula hulitnaca togolo mengunme lamwawa nodacal gucel ni ahin hotmar tar gadan lamwawa	железнорогая пришла погреться к костру в огонь бросили серебряную ложку сказали кто из жен сильнее та ложку возьмет
omakta kukintin gahicilca nunganman togolo anacalla	новая невестка взялась достать ее в огонь столкнули
togodu wurukejim hawanatme gundewki ecel anara wihiksun talakaca wimcew hakirwahun	упавши в огонь железнорогая сказала если бы не столкнули съела бы ваши печени
awalang ijedun halwu halwu	рогам оленя больно больно
utele edu wipke jajan wicen	раньше здесь всегда был шаман
ewenki̇ngilin dur wudda	двое эвенков умерло
nungan telkiptshan wakaran nungarwatin waran cagiganme	он видел сон нашел их убил дальний
telkindu icecildan jajanma nungan uregen wicen	во сне увидал шамана он горный был
tari depce nungarngiltin ewenki̇lwetin	тот съел его эвенков
jajan icecilden telkindu shururan uregentiki̇	шаман увидел во сне пошел к горному
tunngadar ewenki̇lwe menngilwi uguwren	пятьдесят эвенков с собою увел
shururan jendiwe dagran daptulin hurran pidi	ушел енисей перешел пошел по нижнему течению пита
hungtulwe wakaran	других встретил
bargida tugi jajan wicen emelngun	на том берегу также эвенкийский шаман был
daptudun pidi wakaldira ulgurmecilde	на устье пита встретились стали разговаривать
ulgurmette ulgurmette jajan hanguktaldan hungtuwe jajanma ile ngenedendi	разговаривали разговаривали шаман спросил другого шамана куда идешь
eli hurisildalim	здесь вверх собираюсь пройти
umundu shurura pidili tunngadaril ewenki̇lin amadi oran	пошли вместе по питу из пятидесяти эвенков сто стало
daptudukin tunngawa inengilwe ngenere	от устья шли пять дней
agre	пристали к берегу
dre jajashal shurura durduli udali	два шамана пошли по двум дорогам
ge ilanma inengil ngeneren hontadiran	один шел три дня без дороги шел
ilidutin inengil jajantin gunen umukenme inengiwe ngenedep ngekuduk shangnantin icewulden	на третий день шаман их сказал один день пройдем дым их с большой горы станет виднеться
namurdun dugiltin digindar dugil	на намур юрты их сорок юрт
ngenencere ngenere mureli egelgere jajan ewenki̇ltin	быстро пошли обошли кругом окружили эвенки шамана
jajan gunan ilakaldu guluwurwa	шаман сказал разжигайте костры
ewenki̇lwi ipkeren mureli elgere	заставил эвенков окружить кругом
lungulde ewenki̇lin mureli itigaldatin kushilwa nekedewer	стали кричать кругом эвенки направились войну начать
nan lungulde ilara lungulde	опять стали кричать трижды прокричали
ureger engnere juwette	горные жители не хотели выходить
etiri̇ken nugarwatin tungnen shukshalwi lukc wine	старик их предупредил развязав тесемки обуви
jajan tara guldan shurukel itigadanakaldu eshile kushine	шаман ему сказал иди собирайтесь теперь воевать
nan amashki shururan etiri̇ken	опять обратно ушел старик
lungudengnere hata lungudengnere etiri̇ken emeran nan tariltiki turelden jajan nan dulawi shururen	кричали долго кричали пришел старик опять их стал ругать шаман опять домой ушел
jajaltin ureger emeshine isilmi̇ shewdeptiki̇	шаманы горных жителей пришли шевеля кафтаном 
emeshine tutekelwetin itigara shewdeptiki̇ tegere dukr jajashal	пришли мечи скрестив поставили сели спинами два шамана
engkecilden jajan ewenki̇lwe depce ekunac ecep tilde dewujewi	спросил шаман съевший эвенков зачем мы не знаем о съеденных
engkecilden miretten ilanma ashalwa	стал просить выдать замуж трех женщин
