aʔti tazirzitte	чинить дорогу
imbi tan ej nujliel tuj	почему ты теперь не поешь
i buze ambi	и муж поел
ipek endebiem	я кладу хлеб
kajdi̮ destek agi̮lgazi̮ng	какую ягоду вы принесли
digette bazo ujuzi kambiam	потом опять пешком пошла
no imbi tanan kereʔ	ну что тебе нужно
jashi̮kte  i shkapte 	в ящик залез и в шкаф залез 
digette kudajde numan uzebi	он помолился
kanggaʔ multane shidegoʔ	идите вместе в баню
imbide ej ibial a maktanarbial	ты ничего не сделал а хвастался
kanaʔ	иди
berze surno bar shonega	ветер дождь идет
mana toze piziʔ munorleʔbelaʔ	вы меня тоже бьете камнями
bu deʔpi	воду принесла
man ugande tang dorbiam	я очень сильно плакала
digette shobi	потом пошел град
nada dim nuldeste	надо ее поставить
ej ej karluʔpiʔi	не открылись
dizeng mandliaʔi naga	они следят ничего 
jezerik bar	пьяный
a man iam dim deʔpi mana beʔ shide ko ibi	моя мать его родила мне было двенадцать лет
monzangde ej neshpek	губы не толстые
mana kashteliaʔi klawda	меня зовут клавдия
shonega shobi abat tarirlaʔbe inetsiʔ	идет пришел отец пашет на лошади
ular ugande iʔgo odnako shide bit shide	овец очень много аж двадцать две
titleʔpiʔi	их стреляли
digette shonega 	потом идут вдвоём
ugande todam koten	очень худой зад
digette kalla durbi	потом она ушла
digette di mande	потом она думает
davaj dizem munorzitte essengde	стала бить детей
da ara biʔsitte nada	да водку пить надо
digette 	потом…
i amniaʔi minzerleʔbeʔje	и едят варят 
digette di kong bar il oʔbdebi kanzebej dim ilebej	тогда царь собрал людей пойдем возьмем его
ej kereʔ dashka	больше не нужно”
dabrobiʔi bar	они подрались
man bi̮ noʔ mibiem	я бы траву дала
dabrolaʔbe jezerik	пьяные дерутся
men ej mobi surerzitte	собака не смогла выгнать
ugande nispek molambi	стала очень толстой
kambi kambi baruʔpi	пошёл пошёл выбросил 
bar sujolaʔbeʔje	пищат
digette shobi	потом пришёл 
i tilejzitte eʔbdem	и расчесать волосы
iʔgo akta ibiʔi	получали много денег
shobi tuzoj a to tuzoj molal	корова прошла или ты станешь коровой
do shamnak mibiem tanan	вот ложка я тебе дала
girgit kuza ibi inet ugande kuvas i boste kuvas a di iʔbolaʔbe	что за парень был лошадь у него очень красивая была и сам красивый а тот лежит
a nezeng maʔnde bar	а женщины остались дома
ambi ambi digette shobi shindi din shobi	она ела ела потм вернулась кто там пришёл
i kuvas	и красивая
oniʔ kuza kambi dijene	один человек пошел в лес
buzen koʔbdot shonega	дочь мужчины идет
digette di buzene mande konde bosle koʔbdo dijene i din bar din amnolde	потом она говорит мужу увези свою дочь в лес и там оставь
man ej timniem imbi dabakterzitte tan dabakteraʔ	я не знаю что говорить ты говори
digette bazoʔ mande deʔte termende deʔte termende	и опять говорит отдай мельницу отдай мельницу
man kubiom mandem nada baltuziʔ stolpde jaʔsitte	я увидела говорю надо топором по столбу ударить
shobibaʔ bune	доехали до реки
din nuken koʔbdo ibi i di buzen koʔbdo	у этой жены была дочь и у этого мужчины дочь
digette erten surdobiam	утром подоила
kuvas nizeng ej kurumnieʔi	хорошие мальчики не кричат
xvos baragen iʔbelaʔbe	хвост в мешке лежит
ugande silde iʔgo	очень жирные
mande deʔpi	принес домой
shalaʔje ambi	поела 
tilzitte du kos nendeste	землю копать уголь жечь
digette surarlaʔbe boste	потом спросила
niʔnen maʔ ibi	на улице стояла юрта
i namga amaʔ	и ешь сладости
da kunolzitte iʔbeste	и спать ложиться
amnobi oniʔ koʔbdo	жила одна девушка
digette eju molambi	потом стало тепло
bar molej	всё будет 
urgo ibi metra teʔte	она большая была метра четыре
digette suʔmeluʔpi satte	он прыгнул в сад
a di pushaj bu tazorlej moltane	а он пусть воду натаскает в баню
digette bazoʔ shobi volk	потом опять пришел волк
digette mana dabakterluʔpiʔi i kambibaʔ inetsi diʔne	потом меня уговорили и мы поехали к нему на лошади
udande i ujuziʔ bar nuzeluʔpiʔi	оторвали им руки и ноги
man imbi-nibud tanan detlem	я тебе что-нибудь принесу
digette kambiam udiʔ	тогда я пошла пешком
davaj oʔbdeste	стала собираться
digette nagur ko	потом я три года
di ibi bar davaj manderzitte	он взял их и давай смотреть
din kurizen tibi amnolaʔbe	там петух живёт
nuke buzeʔiziʔ	женщина с мужчиной
di bar kuzam kuʔpi	он человека убил
boste amnaʔbe	сам ест
urgaba kuʔpiam	я медведя убил
ipek amaʔ	хлеб ешь
a man mambiam iʔ uzunggeʔ mozet ozerlej	а я говорю не бейте его может он вырастет
di mande imbi minzerzitte	он думает что мне приготовить
digette bashka 	потом с другой дочерью
a korerzitte naga imbide	а запрягать их было нечем
kanzebej obberej	пойдем вместе
di mande	говорит
i ne ibiʔi i dim deʔpiʔi balnitsane	они взяли женщину и отвезли ее в больницу
jakshe ertezi i weselyj dala tanan	с добрым утром и хорошего дня тебе
a di kuza amzitte axota	а другой человек есть хотел
digette kalla durbi mande	потом пошла домой
kanaʔ diber dober	иди сюда туда
boste amnaʔbe a diʔne nelza amzitte	сама ест а не может есть
  da di iʔ meluʔpi	лови  лови  а он убежал
shiʔ bar don dabakterlialaʔ a kuza kuznekken nuga	вы тут разговариваете а человек стоит окна
sutsi kamnaste dizengde	молоко на них лить
sarobi	привязал
a lisa uge kuzurleʔbe kuzurleʔbe	а лиса всё стучит стучит
a shu koʔbtot a ber nit	а огонь её дочь а дым её сын
don jakshe ambi ambi digette kambi	тут вкусно она поела-поела потом ушла
man unna maʔnal amnolaʔbem	я одна живу в доме
digette di mande	потом он говорит
kambiʔi togonorzitte diber-dober vot prona	пошли работать туда или сюда вот проня
davaj amzitte davaj ishsho amnobej	давай поедим давай еще поедим
digette di amorbi kambiʔi	потом он поел они пошли
ej timnem	не знаю
oniʔ amnolbi bune toʔnde oniʔ amnolbebi dijegen	он посадил одну на берегу реки другую в лесу
pushaj menzeng dim sajnuzeʔleʔje	пусть собаки его разорвут
kanzebej	пойдем
miʔ bar suʔmeleʔbebeʔ	мы танцуем
bar bitluʔpi da kirgarlaʔbe isho deʔ mana amga	все выпил и кричит еще дайте мне мало
a nit davaj minzereʔ mande mana	а мальчик  давай вари говорит для меня
digette shonega verblud	потом верблюд идёт
man mandem tan 	я говорю твой сын как мой 
udam kambi	у меня руки замерзли
mande shonega imbi-nibud dabakterlaʔbe shamnaʔbe	домой приходит говорит немного ложится
di bar nuʔmeleʔbe a menzeng diʔne nuʔmeleʔbe	она бежит а собаки за ней бегут
giberde ej allem luchshe kulambiam	никуда не пойду лучше умру
a man mambiam	а я говорю
bar imbi bar 	все…
imbi ej shobiʔi dabakterzitte	почему не пришли говорить
dizeng giberde ej 	они никуда не ходили
oʔb shide nagur teʔte sumna sejʔpu sejʔpu	один два три четыре пять семь семь
xatel dim pangdeste	он хотел ее задушить
di kubaʔi elleʔbeʔje diʔne iʔbebi	клали шкуры на них ложились
poʔton ujut nulaʔbe	козий след стоит 
kada mana ulum ej jaʔpi	как она мне голову не отрубила
dizeng i poʔto dabiʔi	они и коз ловили
poʔto nulaʔbe	коза стоит
buzu amaʔ	ешь быстрее
digette kagazangde shobiʔi	тут его братья пришли
man kalladurbiem	я ушла
urgo berze bar	сильный ветер
tazerluʔpiʔi	перенесли
man tugande surarlaʔbe	мой родственник спрашивает
din mashina ibi kujnegeʔi  digette deʔpi 	там он взял машину чтобы постирать рубашки и привез их домой
kuliom bar bulan nuga	смотрю лось стоит
oniʔ kuza kambi samejdeste	один человек пошёл на охоту
digette di bitleʔbe bitleʔbe da kinzleʔbe bitleʔbe da kinzleʔbe	он пьет пьет и мочится пьет и мочится
digette surno kambi i berze	потом дождь начался и ветер
di nuke kambi kambi	женщина шла шла
nada dim kuʔsitte	надо её убить
diber 	туда опускают 
ber shobi	дым пошел
shoʔ kareldan dizeng sholeʔje	приходи завтра они придут
man unna shobiam a dizeng bar sumna shobiʔi	я пришла одна а они впятером пришли
oniʔ shide teʔte nagur sumna muktuʔ	один два три четыре пять шесть
kalam volk 	пойду поищу волка
digette kambiʔi kunolzitte	потом они пошли спать
nu jakshe	ну хорошо
arembi du	очистил землю
kamen izembiʔi gorlazangde digette dizeng bu minzelbiʔi	когда у них болело горло они кипятили воду
di diʔne mibi pralka	она дала ей прялку
nagobi balnitsaʔi nagobi imbide ej nagobiʔi	не было ни больниц ничего не было
a jakshe kuza jakshe kulambi	а хороший человек хорошо умер
jakshe man kallam maʔnen	хорошо я пойду домой
kalba deʔleʔi	черемшу принесут
a man dizeng tushelliem	а я их учу
essengde mobiʔi digette essengde	дети появились у них дети
bazoʔ toʔnarluʔpiam	снова ударил
di nuʔmeluʔpi da ularde oʔlebi diʔne ularde	побежал и отпустил свою овцу к тем овцам
priiskane mimbiʔi	ходили на прииск
ali 	или…
miʔ ilbeʔ bar komeʔi ajirbiʔi	наш народ красных жалел
tan tibi giber kalladurbi	куда твой муж ушел
jakshe nuke	хорошая женщина
shto man alomniam	что я шумлю
din kola daʔpiʔi	там они ловили рыбу
kanaʔ  iʔ nuʔ	иди из моего дома и не стой здесь
bareʔluʔpi dim bune a di kirgarlaʔbe kotenbe bideʔ bu kotenbe bideʔ bu	его бросили в воду а он кричит мой зад пей воду пей воду
kabarlej	хватит
da mandolaʔpiʔi kade miʔ sarlaʔbebaʔ	и смотрели как мы играли
digette di kuzan ujutsiʔ bar il 	потом все люди схватили этого человека за ноги
man baldebiom man ujuzangde	я сломал ноги
man siregen shalam	я в снегу переночую
dabakterlebaʔ	мы будем говорить
nudin korerbi inezengde	вечером запряг лошадей
i parluʔpi mande	и вернулся домой
ej jakshe	почему-то невкусно
esseng dare ze kunolbiʔi	дети так же спали
digette kalladurbiem chumgende	потом ушла от чума
tibizeng i nezeng amnobiʔi	мужчины и женщины сидели
sherbiem	я одевала
di kambi permakovte din ara biʔpi din ibi oniʔ butylka	он пошел в пермяково там водки выпил там была одна бутылка
di aji ige	это дверь
bar	все
paʔlambi	залезла
a nabeʔine pushaj	пусть к уткам
man ugande keleʔsebi kuza igem	я очень умный человек
piʔmeʔi shoʔpiem	штаны шила
nuken ibi koʔbdot	у жены была дочь
 iʔgo pe kalladurbiʔi	много лет прошло
nada baltu puʔmeste paʔi  jaʔsitte	надо топор поточить дрова рубить
kundo kunolbi	он долго спал
nagobi	не было
kuzagen oniʔ ular ibi di ibi da baʔpi 	у человека была одна овца он взял и зарезал её
dok bile il	нет плохим человеком
digette di kandega diʔgeʔ ej malia	тогда он идёт к нему а тот не стоит 
tuj tan dabakteraʔ a man ej dabakterlam	теперь ты говори а я не буду говорить
diʔne bazoʔ tuzoj ererluʔpi di ibi	корова снова для неё соткала она взяла
dok tan norbaʔ mana	нет ты мне рассказывай
nada mana eshshi bazejste	надо мне ребенка помыть
di nu ige nuke di mande	эта женщина камасинка она говорит
digette minzerbiem	потом сварила
shiket ige dabakterzitte ej molia	язык есть говорить не может
kungge amnolaʔbe	… далеко живёт
stuleʔi nugaʔi	стулья стоят
kak amnaʔbel dak ej manderbial	когда ты ел ты не смотрел
digette bazo kuja molaʔpi	потом опять вышло солнце
meshka kuvas	грибы хорошие
man teinen nubiam	я сегодня встала
manderzitte nada	надо его поискать
tan din ibiel	ты там был
da kak mana ej dorzitte	да как мне не плакать
a minge 	а идет…
don bazlaʔbeʔje 	они там мыли 
pi tanan milej kudaj dim man mibiem	бог тебе камень даст это я дала
 jamaʔi shoʔpi uzu shoʔpi i 	сапоги сшила шапку сшила и…
urgaba mande amnaʔ mana man tan kunnallam mande 	медведь говорит садись на меня я отвезу тебя домой
di kambi multuksi da kuʔpi	он пошел и убил его из ружья
digette mende baʔluʔpi	тогда он его собаке бросил
bar il urgo il 	весь народ большой народ был
din kuza mande	там человек говорит
giberde kalladurbi	куда-то ушел
oniʔ dune 	на одно место положил
pasiba	“спасибо
naga shu naga shu	света нет света нет
ererleʔbe ererleʔbe di ne bazoʔ tibin ne shobi	она прядёт и прядёт снова та женщина пришла жена мужа
koʔbdom tibizi shobi	дочь с мужем пришла
penze	змея
a kuza shonega	идёт человек
a di mande man toze izemniem	а говорит я тоже болею
digette nergolaʔ shobi sujo amnobi paʔine	прилетела птица села на деревьях
digette di mandolaʔbe	потом он смотрит 
ipek lem keʔbdeziʔ	хлеб с черемухой
imbi tanan kereʔ	что тебе нужно
digette abat shobi	потом отец пришел
repabe ninggebi i diʔne miluʔpi	вырвал репу и дал ему 
tan mana iʔ kome svetok	ты купи мне красный цветок
di wse - taki punorbi i bar  ularzangde i tuzojʔje uʔmeluʔpiʔi	он все-таки пукнул и все лошади овцы и коровы убежали
simam pujem	мои глаза мой нос
di mande kanaʔ ineʔi mandot	он говорит иди посмотри на лошадей
di jaʔpi	он прорубил
tolka sager mana barane amdelde	только посади меня в черный мешок
digette shidegoʔ kumbiʔi kumbiʔi	потом вдвоём несли несли 
men mande	собака говорит
shojdone enzitte kamnaste	в сосуд поместить перелить
dugen shu ambiʔi	потом огонь раскладывали
tang iʔ kirgaraʔ	сильно не кричи
di peshde sabi iʔbolaʔbe	он на печь залез лежит
a bashka kuza ugande jakshe	а другой человек очень хороший
ej kunolia	он не спит
ej mobi	не мог
di ibi plotka dim toʔnarbi	он взял плетку побил ее
kujnek ibiem	я взяла рубашку
kunde man koʔbdobe	увези мою дочь
iʔ padaʔ a to saʔmeluʔlel	не лезь а то упадешь
wot varotaʔi nulaʔbeʔje	вот стоят ворота
minusinskij kambi maʔnde a miʔ shaman dim bar bidleʔpi	минусинский шаман пошел в дом а наш шаман его догнал
iat shobi kirgarbi kirgarbi naga	их мать пришла зовёт зовёт ничего 
shobi volk di bar amnuʔpi	волк пришёл и всех съел
kem mangngaʔbe	кровь течет
digette din kunolbiʔi	потом там спали
nuke peshde saluʔpi oldane shaʔlambi	жена на печь залезла под одеждой спряталась
monzangde kuvas bar	губы красивые
shide nezeng iʔbolaʔbeʔje	две женщины лежат
digette embi dim karmande	положил его в карман
di mande iʔ diʔteʔ mana	она говорит не стреляй в меня
ambiam man poʔto ali ej ambiam	съел я козла или не съел
a zajes nereʔluʔpi	а заяц испугался
krospa abiʔi maʔte dim embiʔi	сделали крест положили его в гроб
i dare maluʔpiʔi	и так и остались
termende mibi un neʔsitte	на мельницу отдал чтобы смолоть муку
dizeng bar suʔmiluʔpiʔi i nuʔmeluʔpiʔi	они выскочили и побежали
da man man kong ilem a man nukem toze man kong molej	да я начальником быть а моя жена тоже начальником станет
nuʔmeʔ ishsho man tanan budej ipek milem	пробеги ещё  я тебе пшеничного хлеба дам
bar sajneʔpi	весь оторвался
bobti toze ti̮	тоже ты
nu kalaʔi pa  digette 	ну пойдут дерево срубят потом…
da man turageʔ mande surerbi lisichka	да меня говорит лиса из дома выгнала
i dugen moliam i nuʔde	и по земле могу и сверху 
digette tospak mande	тогда кот говорит
wosk elbiʔi	воск делали и прикладывали
man surdobiam	я ее подоила
da jaksheng enzitte	и похоронить его по-хорошему
i boste turane shobiam	и сама в дом зашла
din uja iʔgo	там много мяса
tibi ibi kareshkiʔi a urgaba vershkiʔi	человек взял корешки а медведь вершки
di kambi mandliaʔi	он пошёл смотрят
di uge ej kalia	она все равно не идет
dim toze iluʔpi voron	её тоже ворон забрал
shodorbi	шил
koʔbdon iazi abazi dabakterluʔpiʔi	с родителями девушки поговорили
man kareldan multane mimbiem	я завтра пошла в баню
iʔbeleʔbe amnoʔ iʔbeleʔbe ej kirgarlaʔbe	он ложится сиди он ложится не мычит 
din izemneʔbe	ей больно 
no suʔmiʔ	ну прыгай
digette shoʔleʔbeʔje i nimi i indak	потом они шили их иголкой наперстком
kola dabelaʔbe bar	рыбу ловит
dober kamnaʔ bu a dober kos ende	налей воду сюда а сюда положи угли
bar izembi kirgarbi	он был болен кричал
digette urgabaʔi shobiʔi	потом пришли медведи
adnaka man kulambiam	однако я умру
esseng 	дети…
imbi tanan kereʔ	что тебе нужно
digette kuliat boste nanende	потом на свой живот посмотрела
shonega	идёт
oniʔ ni kulambi mana ishsho naga ibi	один сын умер меня еще не было
digette kamnebiʔi boste biʔpiʔi	потом налили сами выпили
ej kandega	не идет
man tan elem molam	я твоим другом стану
kalam monoʔkoste	пойду посватаюсь
kallam dagane	я пойду к реке
dim teinen ijad deʔpi	её сегодня мать родила
digette shobiam iʔbebiem kunolzitte	потом пришла и легла спать
nada batinkaʔi izitte nada palto izitte plat izitte	надо ботинки купить надо пальто купить платок купить
oniʔ aba shiʔ nuʔten amnolaʔbe	один отец у вас живёт на небесах
manderbi manderbi ej kubi	искал-искал не нашел
kamen dizeng mimbiʔi aleneʔi ineziʔ dizeng dizeng tawrili dizengde	когда они кочевали на своих оленей и лошадей они ставили тавро
a man dober kalam	а я сюда пойду
da uge kirgarlaʔbe	и всё кричит
amnozitte turagen	жить в доме
man abande budej ige da ej amniam	у моего отца из муки  я и то их не ем
digette dizeng nuʔmeluʔpiʔi	потом они убежали
munuj iʔbolaʔbe amaʔ	яйцо лежит ешь
digette kunolzitte iʔbeʔi	вот ложатся они спать
dizeng uja iʔgo ibi bar uja ambiʔi	у них мяса много было они мясо ели
iʔ  iʔ alomgaʔ nilgoleʔ	не кричите не шумите слушайте
tan dabolal	ты будешь держать
dizeng bar uge shamnaʔbeʔje	они всегда врут
bune kandegam bu nujleʔbem	на реку иду - реку пою
digette di shobi gijen man nim	потом пришел где мой сын
a tuj shobiʔi bazoʔ dabakterzitte	а сейчас они снова пришли разговаривать
il milleʔbeʔje	люди идут
sire kuza mande izitte nada	белый мужчина говорит надо взять 
oʔb oʔb shide nagur teʔte sumna sejʔpu	один один два три четыре пять семь
da man turane lisitsa ej oʔle	да лиса в дом не пускает
dizeng amnobiʔi stolde	они сели за стол
surno ugande tang shobi	шел сильный дождь
man surarbiam	я спросила
no surarde	ну спроси
man mandem shaʔlambiam	я говорю пряталась
ej dabakterbiabaʔ	мы не поговорили
ende stolde pirog kajaʔ	положи пирог и масло на стол
kobergen diʔne enleʔbeʔje	кладут туда лук
oniʔ le maluppi	одни кости остались
a digette man kalaʔbem 	а потом я иду и моюсь
mo di dabrolaʔi	почему они ругаются
i uja uja diʔpiʔi multuksiʔ	и стреляют мясо их ружья
shamnak nada enzitte	ложку надо положить
digette nudi molambi man kambiam sestrane diber	потом вечер настал я пошла туда к сестре
din ineʔi tuzojʔi ulareʔi shobiʔi diber	там лошади коровы овцы они пришли туда
digette dizeng mambiʔi	потом они говорят
 dijene kanzitte keʔbde deʔsitte	в лес пойти ягод принести
shiʔ kanggaʔ a man 	вы идите а я 
digette kanzebej man surerlem	потом  пойдём я выгоню
surno molej	дождь будет
