si si si eno enintiki gune si eno angikane okal hutakachane hutakachane okal	ты мама говорит маме ты мама это сделай мешочек сделай
bi tadu nangtala angidam	я туда шишки это самое 
nangtatidam tadu	нашелушу шишек туда
tebdem	положу
angidam i potom nungandula surupdem	это сделаю и потом отвезу ей
podarok angidam nungandun	подарок сделаю ей
podarokjewi ejawiw surupdem uchitelnitsaduwi	в качестве подарка отвезу учительнице
tar angidan	так сделает
nunganngilin jesche tar trofimngil bichotin aknilin	у него еще у того трофима старшие братья были
w sedmom nadandu uchitchechan i w wos   akinin i  	в седьмом в седьмом учился и в вось брат
umuken akinin tunngnadulin adidulin nungnan	один брат пятиклассник или в каком классе он
tar esile nungnan dajadan tar meshokpi	так он спрячет этот свой мешочек
aknilin aknilin bakadara tar angiwan angiwan tot	старшие братья старшие братья находят этот самый 
chenokonmon nangtatingilwan doromodoro nungnan ewiderekin debdere	орех его шишки украдут пока он играет съедят
emeden-te	он придет-то
eni nike nangtangilwem	мама кто-то мои кедровые шишки 
nungan opat snowa opat snowa nangtalwe angidan opat	он опять снова опять снова кедровые шишки это самое опять
nungan wezde daje	он везде 
eno ajamamat dajakal edotin bakara tar	мама ты хорошенько спрячь чтобы не нашли те 
lowaja witanun edotin bakara dajakal	чтобы не нашли лева с витей спрячь
bi uchitelnitsaduwi surupdowi ngekeldem w poligustula internattula	я учительнице в полигус в интернат собираюсь отвезти
ke patijel emedere kungakar patijel internattula	вот пятые приехали дети пятые в интернат
patijel emere	пятые приехали
degiwuwchol	по воздуху их привезли
klastui tegetchem	я сижу в классе
kongkodoron	стучит
o tulilo ichetcherim ichetcherewun wospitatel direktor nije emere emedere kungakar	на улицу смотрю мы смотрим воспитатель директор кто приехал из ребятишек
tar trofim uchenikiw zdrawstwujte	вот трофим мой ученик здравствуйте
angiwi karmandukpi angiran gadan edukpi-wel tare angikanme tare erdikonme chenokokon tadu nangtal	вот из кармана своего вытащил откуда-то вот такого размера  орешки там шишки
chenokon-ke tare angi nanngja upkatchin nanngjaja	а орешки-то все грязные совсем как грязь
bi tare nome	я это взяла
ebej e	ой
wot podarok trofim	вот подарок трофим
ja potom podarok polozhila	я потом подарок положила
eto ja wse leto on goworit nodem nodem	это я все лето он говорит складываю складываю 
lewaja witanun opat doromodoro nangtatidara nan	лева и витя опять стащат сщелкают опять
bi snowa opat angidam	я снова опять это самое делаю
sindu emebdowi opat angidam tebdem nangtala	чтобы тебе привезти опять собираю шишки
nungartin opat debdere adira-da	а они опять съедают и несколько раз 
umne esile ajamamat	однажды как-то хорошенько
minngi eto angiw trofime-met ulguchonen	это мой трофим-то рассказал
eno ajamamat dajan	мама хорошо спрятала
er esile bi sindu emewun	таким образом я тебе и привез
tuk-te gudej ekun	такая красота
spasibo gunem	спасибо говорю
nimngakan nurgowul	сказка нурговуль
limtidu baj bichon gerbin nurgowul	на илимпее был богач имя его нурговуль
nungan ilelwe bejelwe wadangkin	он людей мужчин убивал
ahalwe ilmaktawa hunadilwe huruwungkin mondulei	женщин молодых девушек уводил к себе
bejetkorwe upkatwa wangkin	мальчиков всех убивал
ororwo gadangkin	оленей забирал
emenmufkil ekur etirkokor etirkocher	оставались эти старички
umno emeren etirkondula	однажды пришел к старику
a nungandun omolgikonin bichon hujumume	а у него сынок был очень маленький
nu on-mer dajacha bichon	ну как-то спрятал
ichetten	посмотрел
bejetkon	мальчик
eche ahatkan	нет девочка
herkilwon lukten ichettoi	снял штаны чтобы посмотреть
e on orke tadu etirkochen	э как наверное сделал там старичок 
aha potom widimo hunnoren da gunen nungandun	ага потом видимо догадался и сказал ему
dan dan annganili gundai idu bi bidem	через десять лет скажешь где я нахожусь
nu gunen beje etirkondu	ну сказал человек старику
nu i monin hururen	ну и сам ушел
eninmon huruwren	его мать увел
i etirkochen bejetkonme alawullan	и старичок стал учить мальчика
lukilan ottan pekterudeden ajat	стрелы ему делал чтобы он хорошо стрелял
adariwa nunganman ontikir alawudachan	спящего его всяко-разно учил
dan-li anngani ngeneren iltenen oki-li	десять ли лет прошло минуло сколько ли
bejetkon amakai hanguktallan	мальчик стал спрашивать дедушку
amaka teper gunen hilbakal ile hurupchon eninmew	дедушка теперь сказал скажи куда увели мою мать
bi nunganman wadangaw	я его убью
w obschem etirkochen hilbaren	в общем старик сообщил
hurkokon hururen	парень пошел
erdel tar ure gerbin giramnak	до сих пор эта гора называется гирамнак 
bakaran tadu nunganman nurgowulwe	нашел там его нурговуля
nurgowuldu emeren	к нурговулю пришел
derei tiparen	лицо свое измазал грязью
tetilwi kahiren-de emeren nungandun	одежду свою порвал и пришел к нему
nu widimo nurgowul hunnoren nunganman	ну видимо нурговуль узнал его
gunen	сказал
cho	что
emenne	пришел
mine wanahinne	пришел меня убивать
da emem	да я пришел
dawaj gunen elwat	давай сказал начнем это самое делать
nurgowul ilara nunganman pektirenen lukit	нурговуль трижды в него выстрелил из лука
uruwutten	промахивался
bejetkon gunen	мальчик сказал
bi hine etem ware	я не стану тебя убивать
snachala upkatwa hinngi ekurwes watchengaf	сначала всех твоих этих поубиваю
potom hine wadengaf poslednijdif emenmurekis	потом тебя убью самым последним если останешься
tuk i oran	так и сделал
erdelon tar ure gerbin giramnak	до сих пор та гора называется гирамнак 
a nurgowul bidechon  	а нурговуль был  
limtiwe holile ure bihin	вверху по илимпее есть гора
nungandin-de gerbin-te nurgowul	по нему называется нурговуль
w obschem bejetkonnun wojnalle	в общем с мальчиком воевали
pektiremechille	друг в друга стали стрелять
bejetkon upkatwe watten i nurgowulwe	мальчик всех убил и нурговуля
dawaj gelektellen eninmi	стал искать мать
ulgochowatchengkif	я рассказывал
bakaran eninmi arannun i dulai emewren	еле нашел мать и привез домой
etirkon jesche indechon	старик еще был жив
e amaka	о дедушка
gunen	сказал
teper bildep	теперь мы заживем
i ahatkanme emewren	и девушку привел
wot er minngi ahiw	вот это моя жена
gunen	сказал
wot indekellu	вот живите
a teper gunen nurgowul achin	а теперь сказал нурговуля нет
indedengohun ajamamat	вы будете жить хорошо
ame	папа
gunen	сказал
tala udawa ichechow ingadu	я там видел след на песке
okir-da engkiw ichere	никогда не видел
awadi	какой
nu nginakingachin-da	ну как собачий
ejdawer gunen	 сказал
monin edin hegdimeme	сам такой очень большой
e ekel hute ngenere	о не ходи ребенок
tar ekun homama	этот большой
amaka gerbi	называется медведь
ichechepkil nunganman	видят его
no nungan wso rawno nastirnijdui hururen	но он все равно настырный пошел
eja-da eche gara ni kotoi ni berwi	ничего не взял ни пальму ни лука
ni purtachanin bichon	ни ножичка не было
hururen	пошел
nu archaldira nungannunin	ну встретились с ним
amaka nunganman waren	медведь его убил
nu mne odna zhenschina rasskazala	ну мне одна женщина рассказала
bi tuge angidangnam  dulai ngenedengnem tolgokildu   tolgokidu	я зимой это  домой еду на санях
angila bi dagamam mohala	к этому самому я подъехала к лесу
tar mohaldula irektel bire	там к лесу лиственницы были
haktiriwchu odan	темно стало
taduk angilbi ororbi ilda	потом мои эти олени встали
bi gunim	я подумала
ekun odan	что случилось
taduk bi doldim	потом я услышала
emedere ekunmal	едут по направлению ко мне какие-то
angil oror ngenedere	эти олени идут
gugaretchere	звенят гугарой 
gugarele doldim	гугары услышала
kenggilortin kenggilorin doldim	их колокольчики его колокольчики услышала
ekunmal huktipdapki	кто-то скачет
angil bejel angiltin igiltin doldiwra	это голоса людей слышны
bi angim ngolelim	я это испугалась
bi gunim	подумала
ekun odan	что случилось
ilim i tepkelim taduk	встала и закричала потом
de	да  
okir bi tepkelim-de taduk taril himurgara 	когда я крикнула все затихло 
bi gunim	я подумала
epet gawaru	опять говорю  
ekun-mal-ta odan	что-то случилось
molkewutcham	мне померещились призраки
tugdo bi duloski huktiwuhinem	так-то я вперед поскакала
ekun-da asin	ничего нет
tug-do node dulai ihim	так-то хорошо доехала домой
taduk hele hehendengow nimngakanme	потом вот расскажу сказку
amaski opat biso amim heheningkin kinggit gerbisi sipkakan-gu ekun-gu degi	раньше опять был отец рассказывал по имени кингит птица или что-то такое летучее
degi biso-te monin	сам птицей был
ho hegdi degi	очень большая птица
jangildu biwki biso tar iheldu	на горах бывал был на камнях
tar iheldu bidene tare hergiski degiwki bultale isettene motile bejngole nikisore mundukare ela isettene	живя на камнях он летал вниз высматривая зверей сохатых диких оленей уток зайцев что-то смотрел
tar huwulbon dawana huruwuwki biso dulai	все это он поймав утаскивал домой
umno hele beje umukon bultadesa girkudasa sipkamidesa biso	вот однажды один человек охотился ходил охотился на соболей
tar bejewe iseso tar degi-kinggit kinggit tare	того человека увидел эта птица кингит звенящий
kinggit iseso-de ngelewse-de	кингит увидел и испугал 
ojin hariktalcha	над ним начал парить
tuksantesa-do tetigedukin hogdondodukin degiwuhise erdelon jangiltikikun iheldulo	побежал за одежду за спину его совсем понес на горы на камни
irtiki-do degiwderiwon tar beje ewki ejdare	куда его несет тот мужчина не понимал
elaha-wal tegeren tar degi	наконец села эта птица
jangkakundula emewso iheldula	на горы принесла на камни
kuranek iherikte	одни только камни
tadu dun biso tar kinggitngi	там дом был этого кингита
edu bidedengos hele	здесь вот будешь
etende ileda eduk hurure	никуда отсюда не уйдешь
edukwehin etende ekunmada bakara ilada hurure	отсюда ничего не найдешь никуда не уйдешь
guso tar bejewe tar kinggit	сказал тому человеку тот кингит
tadu duru hutesi biso tar kinggit	там у того кингита было двое детей
hutelin bidesol bisol tar dure	детей у него было двое
taringilnum bidedengos	ты будешь с этими моими 
guso	сказал
bi-ke tirganiwe bultadengnem girkudangnem	я же целые дни охочусь хожу
dolboltonomok emengnem	только к вечеру прихожу
tar kinggit guso	сказал тот кингит
tar ngelitne beje bilden tar kinggittu	человек стал жить у того кингита боясь его
dolbo tadu iheldu nungarnuntin awki	ночью там на камнях с ними спит
taduk hele timatne ngerildekin tar beje    e tar kinggit huruwki	потом вот утром когда посветлеет этот человек  этот кингит уходит
degiliwki erdelon bultanahiniwki	улетает совсем идет охотиться
tar hutelnunin bidewki tar beje	с его детьми этот человек
hutelin tadu bidewkil	его дети там были
elaha-wal emewki tar degne emewki tar kinggit biso	в какое-то время приходит прилетая тот кингит
emewuwki uldele	приносит мясо
bejngoje emewuwki	дикого оленя приносит
nikisere emewuwki	уточек приносит
mundukare emewuwki	зайцев приносит
bejngowo irekselgelit emewuwki biso	дикого оленя он притаскивает со шкурой
tar hele taduk tar beje dewuwki	потом тот человек ел
hilatna dewuwki tar uldeje emewrekin	когда тот приносил мясо он ел его жаря на вертеле
hutelwi dewdotin tar dugudewki biso tar kinggit	тот кингит приносил детям поесть
tar hele umno degilcholon dumajdesa tar beje	вот однажды когда тот улетел этот человек подумал
on nan ngelifkenmi aja binon er hutelwon mine degiwdotin dundetki tare duw dagalan	как бы напугать было бы этих детей чтобы они привезли на землю возле моего чума
hele dumajdana dumajdana tar beje angcha	вот этот человек думал думал и это  
hele bi ere mot ange bejngo ireksewon olgikta	вот я это палкой высушу шкуру дикого оленя
bejngo ireksewon tar kinggit ememnewon   inngaktawan ussa-da dilasatki olgisa neptale	шкуру дикого оленя принесенную кингитом   он подстриг шерсть и высушил на солнце гладко
olgisa-da taduk hele taringmi tadu lokoso ajamamat olgodon	высушил и потом-то ее повесил там чтобы хорошо высохла
tegeminin epet degilcha kinggit epet bultanade	назавтра опять улетел кингит опять полетел охотиться
hele beje tar dumajcha	вот тот человек думает
bi ungtuwune okta er irekseduk	я сделаю бубен из этой шкуры
ungtuwune odam-da hutelwen ngeliwkendengow ungtuwunme duktene	сделаю бубен и испугаю его детей стуча в бубен
tar hele amintin hurusolon hektakarwe olcha tar beje	вот когда улетел их отец этот человек стал делать ветки тальника
hektakarbe   hektakarduk matana angjan olcha mojan ungtuwundu tare	тальники    стал из тальников загибая делать это самое палки этому бубну
mojan oran hektakanduk	палки сделал из тальника
amintin edelin emere taringilbi dajaran	пока их отец не пришел он их спрятал
ireksengmi epet olgosowe dajaran	сухую шкуру тоже спрятал
tar hutelin hanguktawkil bisol	дети стали его спрашивать
ekunma odande	что ты делаешь
ere ewiwunewer odam	вот игрушку делаю
guso tar beje	сказал тот человек
guniwki biso tar beje	человек говорит
aminduwer enel hilbara	не говорите своему отцу
hele ewiwunewer odam	вот игрушку сделаю
dajawki biso amintin emederiwon isefki-de edon isere	спрятал их отец вернувшись увидит же  чтобы не увидел
tar hele tegeminin epet tirganitikin girkudawki tegeminin epet huruso	вот назавтра опять он же каждый день ходил на охоту опять улетел
degilcho erdelon tar ange tar kinggit	улетел совсем этот кингит
ehi hele goroldongow guso biso	вот сейчас далеко улетаю сказал
goro gorojo girkudangaw	долго долго буду ходить
tar hele tar hurumurekin oldan tare ungtuwune ehi tar beje	как только он улетел тот человек стал делать бубен
tar ireksengmi angdan-da oran tar ungtuwune ehi tar hektakarduk mojan okanem	сделав из тальника каркас он шкуру это самое и вот он сделал бубен
angit irekset olgot tar burkiren	этим сухой шкурой обтянул
burkiren-do mola   mongilai duktewurei oran anan molduk	обтянул и сделал себе палки колотушки специально из палок
dur mowa mokarbe oran duktewurei	сделал две палки две палочки-колотушки
hele duktemkoren-do hutelin jonmasilchal	вот он стал колотить и дети очень испугались
kinggit hutelin-to tar jonmasilchal	дети-то кингита очень испугались
ebej beje ekel ngelifse bidegin	ах человек не надо страшно пусть будет
ekel duktere	не бей
ewidepte-se ehikokon ewildengot ere	мы же поиграем мы с вами будем играть
guso tar hutelwon	сказал он детям
tung nikese-da hele bi ehikokon nungarwatin ngolefkondengow	делая так я их сейчас испугаю
gunne dumajcha tar beje	подумал тот человек
ngolefkondem-de hegdil taringilin	испугаю а они большие
degiwufkondengow hamij tar dui dagalan	заставлю их принести меня по воздуху прямо рядом с моим чумом
duktelkokutcho tar ungtuwunmi beje	этот человек начал колотить в бубен
ngelifsipchu tar igin-gu   igin	очень страшный был шум или как там   шум
iheldu ho biwki igin	на камнях был сильный шум
ultadewki ultalchakakun	отзывается эхо очень сильно отзывается эхо
eregerit-eregerit josal tar kinggit hutelin	совсем совсем испугались эти дети кингита
josal-da bejejoj etekel etekel etekel gulchel tar bejewe altasilchal	испугались и стали говорить тому человеку дружок перестань перестань перестань стали умолять
ngelifsipchu-keme erupchu ewiwun-do bimi etekel etekel	очень страшно перестань перестань потому что это плохая игрушка
hele hurupkeldu mine	вот отнесите меня
degiwuskeldu dukte guso	отнесите меня по воздуху вдвоем сказал
edes degiwuhine-da erit wattingaw hune guso	если не унесете поубиваю вас этим сказал
taringilin gusol	они сказали
hurupdengowun hurupdengowun ehikokon hine	увезем увезем сейчас тебя
irtiki biren dus	где находится твой дом
erjoklo hurupkeldu gunne hergiskikun hilbatcha tar beje	в эту сторону несите сказал вниз пояснил этот человек
duktedutin ugranda tare	он сел на них двоих
ungtuwunmi gasa	взял бубен
ungtuwunmi gakanem ungtuwunmi luhu duktedene ojitin	взяв бубен в бубен все время колотя наверху
degiwuwkondeso biso ojitin ukkanem	заставлял нести по воздуху сидя верхом
mortin hegdilotin hol	сами очень большие
aminmer bokoltokohal	скоро отца догонят
erdelon hurupsol tar bejewe	совсем унесли того человека
hele edu nodakeldu ugigit isetteren-ber tar beje	вот здесь оставьте сверху все видит тот человек
hele edu nodakeldu	вот здесь оставьте
burikeldu mine guso	уроните меня сказал
tegekeldu edu	садитесь здесь
tadu hojdu tegewkoso dun isewridun	там на тундре он их посадил где был виден его чум
dun tadu biso dagi	чум там был рядом
kergehelin eregerit hokorsol ilo odan er gunne	семья совсем потеряла говоря куда он делся
bultanaskanem erdelon hokoriwran	пойдя на охоту совсем потерялся
tar dulan emewre taringilin	в чум привезли эти его 
hele ngenedekeldu	вот идите
ekeldu emere eregerit gundene	не приходите никогда говорит
eregerit duktelcho ungtuwunmi	совсем начал бить свой бубен
hele hururew hururew ngelifsijoj ngelifsi	вот уйдем уйдем страшно страшно
eterew eduk emere	с этих пор больше не придем
eterew eregerit eduk isewulde	с этих пор никогда не станем показываться на глаза 
hurure erdelon	ушли совсем
degilde dutkikunmer tar kinggit hutelin	полетели себе домой дети кингита
tar bejelo etesol dogadami tar kinggit hutelin	к тому человеку не стали подходить дети кингита
hutelin-da monin-da josal eregerit	дети же сами очень испугались
mundu stadoduwun atirkan bison udagan	у нас в стаде была старушка-шаманка
atirkan hamanngitin	старушка у них шаман
tar ele angingkin beje   kungakar busleldektin nunganman oriwkil	вот это когда у человека заболевали дети ее звали
nungan aisiliwki ele jajadinakakun	она их начинала лечить пением шаманских песен
dukchajan owkil hegdikokune	строили огромный чум для нее
tadu angiwkil bejeriktel tegesiliwkil nungan ele maludu angdana tar hamalbidenekakun	там сидели одни мужчины а она на малу  подпрыгивала сильно
jajalingkin	начинала петь
tar hele beje   nungan ikodechen beje daruwdangatin nungarwatin	она спела мужчины повторят за ней
ahal ewkil tala ira	женщины туда не входят
umukorikte angi tar ahi monin dudu bideri taririkta bingkin chattifkandene edene	только та женщина которая находится в своем чуме  только она находится поит чаем и т п
bejel tegedingotin murege	мужчины сядут вокруг
taduk hele angmi ungtuwunmi nodugasiliwki	потом вот это самое колотушку свою бросает
ungtuwunin kumtewden	колотушка перевернется
toli gundengotin eru	тогда скажут плохо
eru odangan	плохо будет
tawurgerekin gunipki	если упадет вверх говорит
aja odangan	хорошо будет
ororwi isewkel	покажи оленей
guningkin oror hokoriwraktin	говорит если олени потеряются
idu tar orortin bidere	где находятся их олени
tartiki ngenekeldu gundengon	идите туда скажет
tar atirkan guningkin	эта старуха говорила
taduk hele nungan dilasa edelin jure juldekin hele etengkin angdami jajademi tare	потом вот она пока солнце не выйдет когда выйдет она прекращает петь
tar ele tug nekekonem ele taringis duldewe awki	сделав так она спит два дня
nunganman ewko heriwuwre	ее не надо будить
tolkisingkin node	видела сны хорошо
ekuna-wal gundengon tar erupchu odangan ekun-mal eru odangawan	она что-нибудь скажет плохо будет что что-нибудь плохое случится
ajat ajat isewki taringis bison	хорошо хорошо она видела
tadukte atirkan baliren	потом старуха ослепла
balirakin tar ele nunganman ila-wel huruwsotin gorotki	когда она ослепла ее увезли куда-то далеко
tar ele tetigelwi ekurwi kongaktemin bison hegdikokun taringmi ungdu minngi ekinduw buren	свои вещи и так далее был у нее огромный колокольчик она дала моей старшей сестре
tar ekinmi dawusadasan tare kongaktewan	моя старшая сестра хранила этот колокольчик
tuge	вот так
tar ele etirkon bison umukon haman	вот один старик был шаман
tare nungartin memegilwer ewkil ajawre	они друг друга не любили
mewusiwkil bisol memegilwer	враждовали друг с другом
umundu ewkil ine	вместе не жили
tar ele umundu ewkil ine	вот вместе не жили
tar ele umunuptektin angiltingu angiltin kuhiliwkil bisol	когда они оказывались вместе их эти самые начинали друг с другом воевать
tar edawer ele memegilwer nigere herekeltat bidengkitin memegil mewutchanal	вот чтобы не проклясть друг друга они жили отдельно сердясь друг на друга
mertin-ke etere mewutte	сами-то друг на друга не сердились
tar-te angiltin muhurtin tare hamadil nekedere	это их эти души шаманские делают
umukon etirkon bison	был один старик
tare erudekokusiwki ahii tare eliwki topikinta bine	он нервничал жену это самое бить начинал
tar ahi tuksaniwki hele dajaksadene hutelan	эта женщина убегаясь прячась с ребенком
tar ele gundengon	вот скажет
erudelcha hele tawar	вот он сердитый
taduk taduk  tug nekekonem tar etirkon ahiniwki biso	потом сделав так этот старик засыпал
tar akanem ele nungan angiwki timatne node tegewki esekon erudere biksekon	вот поспав он хорошо встает утром как будто не сердился
tuge	так
targasir hamahal bisotin	такие шаманы были
tar atirkan ele ho hamanin bison	вот эта старуха была сильная шаманка
aisiwki	лечила
ororwo bakasiwkaniwki	оленей помогала найти
bakaldaktin aisiwki	когда находили лечила
aittangai aittangan	если сможет вылечить вылечит
edengoi eten ajda	не сможет не станет лечить
erupchu buslederil	тяжело больные
ohotilsadawun er limtili kolannun	охотились по илимпее с николаем
a  pektirewunmer aja-gu biden	а  хорошее ли наше ружье
nu gulekonduk amaka huktideriwe pekteruren	ну из избушки он выстрелил по бегущему медведю
gojowungirewun	мы ранили 
nginakirwer tinewun	собак отпустили
gogollo	они залаяли
nu kolan emenmuren	ну николай остался
bi tuksahinem bokondoi	я побежал догнать
er-ke ichengnem	вот вижу
mintiki tutuderen jokedenekokun	на меня ползет сильно крича
pektireldam	стал стрелять
karabin epki pektirene	карабин не стреляет
loporom dapkala	я выскочил на берег
ekun oran	что случилось
a nungan amarduw tutuderen	а он за мной ползет
duwukiwan kaputchen	крестец ему отстрелил
kolan pektirenen	николай выстрелил
waren	убил 
bultaren nunganman	добыл его
wot gunen nado   engnekel helinchere okir-da	вот сказал он никогда не надо спешить
nado ichetmi bihe patron li achin li	надо смотреть есть патрон или нет
mindu patronbi achin duledu bichon	у меня в дуле не было патрона
utole gorodu bison	давным-давно было
toli nginakin turosi biso	тогда у собаки была речь
huwulwen janguwki bejegesin turosi	она всё говорила обладая речью как человек
soli nelifsipki biso er nginakin	сильный язык был у этой собаки
tug nikeso-de hewekinun girkiladewki biso	 дружила с богом
heweki dawusadasa-te nunganman	бог ее держал
tar nginakinma girkitedeso	ту собаку другом считал
heweki hele angilduk sitalduk odawki bise bejelbe	бог вот из этого самого из глины делал людей
bejelbe owki	людей делал
ahiwe hereket owki	женщину отдельно делал
bejewe hereket owki	мужчину отдельно делал
tung nikewki-da ekun-mal mujan gennowki iduk-pel biso	делая так ходил ему за водой
tar mut optihiniwki-da taringilin aruwkil bisol	этой водой брызгал и эти его оживали
bejel owkil	людьми становились
beje ahinun owkil	мужчиной с женщиной стали
tar hele umno gennohiso bejelwe okanem angja muja	вот это однажды бог сделав людей пошел за этой самой за водой
anan targasin mu idu-wel biso	специально такая вода где-то была
heweki-rikte hasa	только бог знал
tarawe hele tar guso nginakinma	потом вот он сказал собаке
hele etejetchekel bejengilbew	давай сторожи моих людей
ilawel hurudende ene hilbara nidu-de bejelbe odariwew	куда-нибудь пойдешь не говори никому что я делаю людей
hilbadandekat	только попробуй сказать
edu hargi girkudawki dagi	здесь черт ходит рядом
tar emedengon asinduw	он придет когда меня не будет
ene hilbara nungandun eregerit eja-da	не говори ему вообще ничего
isewkosildende eldendekat bejeldu nidu-de hele isewkonu guso	только попробуй показать или еще что-то сделать кому-то не показывай же людей сказал
hargidu isewkosildende	черту покажешь
hele etem gunne-ke emenmuso dukchadu umukin	нет не стану сказала собака и осталась одна дома
heweki hururen	бог ушел
muje gelektenehinen	пошел за водой
targasin arugiwuna anan muwa nunga-rikta hasa	только он знал эту специальную оживляющую воду
taduk hele tar hurusalan hargi tadu horoldeso dagi	а потом когда он ушел черт крутился там рядом
heweki huruderiwen isetcho	он видел как бог уходит
gorolcholon hele ememokosa nginakindula	когда бог ушел дальше черт-то пришел потихоньку к собаке
nginakin  	собака   
nginakinma gulcho	спросил у собаки
heweki ekurba odawki elba hawaldawki	а что бог делает над чем работает
a nginakin tar solilcha hargitki gunne	а собака стала сплетничать говоря черту
heweki hele angilba odawki	бог-то этих самых делает
bejelba odawki sitaduk	делает людей из глины
sitaduk bejelba owki-da taduk muwe gennewki iduk-pel-da	он сделал людей из глины потом пошел набрать откуда-то воду
