a bliny eti gotowili	а блины эти готовили
udyramashyzhyn wara mozho poryzhsho yle	у женщины был этот любовник
operatsija o	проведём операцию о
mom yshtash kulesh yle wet urawnenijym	это надо было делать ведь уравнение…
tudyn dech wara konechno zhapshat ik ij uzhe ert pochti chto ik ij kajen dyk	после этого конечно прошло уже около года
kalasen kertam	могу рассказать
kidsherym kuchysh da	пощупала пульс и сказала
galazhe yle	галя была
naprimer telewizor radio muzykym kolyshtyt magnitofonym diskotekysh koshtyt	например телевизор радио музыку слушают магнитофон на дискотеки ходят
a   a u mena sejchas d jegorjewskim doch-to zhiwot dak	а   а у меня сейчас в егорьевске дочь-то живёт
trudodna yle ere	всегда были трудодни
mo nyngajenut	что увезли
cherez desat let wed da	через десять лет ведь да
kom	этого
natalja aleksejewna kok gana kalasen	наталья алексеевна два раза так говорила
ko-ko tyshte mom yshten	кто здесь что делал
tudo tudyzho	она она-то
wara m miklajym yshtymongyzhe myj wara rabotajen omyl miklajym tushan yshtenam patdesat tretij go e-e patdesat tretij godyshto  	после рождения миклая я потом не работала миклая там родила в пятьдесят третьем э-э в пятьдесят третьем году…
shala pasham yshtyshym	работала разнорабочей
kalaskale chyla	расскажи всё
stipendijym	стипендию
a puja lumzho	а название пруда
jusho lektyn wara rastratym yshten	пьяный растрату сделал ушёл
oba	оба
me ozhno wet pogena yle makulaturym metallolomym wot	мы ведь раньше собирали макулатуру металлолом…
ushkalym   ushkalym uzhalysht da	корову… корову продали и
wara wo wojna tynalyn	война началась
zina kuwa koktyn jastarat	зина вдвоём разгружают
achatshyn	у отца
korma nangajashet	корма возить
u nas toktajbelake-to dak net ne strojat dak zachem-to	у нас в токтайбеляке-то не строят почему-то
luktat da	да когда вынимаешь
upym chylanyshtyn turedynyt	волосы у всех постригли
kozho sena sorewnowanij semyn	кто победит как на соревнованиях
tygezhe myner jolash	холщовые штаны
peshyzhe tyge nugydo ynzhe lij wishkydyrakak lijesh	чтобы не было густым пожиже было
kowaj tumna tum-tumym ojlo	бабушка сова тум-тум расскажи
pro shkolu ona rasskazala uzhe	про школу она рассказала уже
kochkash pukshat yle	кормили
tushko porsyn jolwam kuchenam myj	туда шёлковую бахрому приделала я
myj dekem rywyzh tolesh da 	ко мне лиса приходит
ja jescho wopros pridumala	я ещё вопрос придумала
nunat tygak rabotajat	и они так же работают
pujto tudo	будто она
i tushechyn myj wosht kajena yle jolyn polewaja uremyshke	и оттуда мы шли пешком на улицу полевая
logarzhe pualyn yle chaj	горло распухло
nu pokazhi wso sudit budut chto li mena	ну покажи всё судить будут что ли меня
eto skolko otsuda kilometrow	это сколько отсюда километров
e-e  	э-э  
sprosite pro radio kak eto bylo	спросите про радио как это было
kunar uzhat uzhat a to yshtyktet gyn ala jorshyn sokyr lijat manyt	сколько видишь видишь а если сделаешь  может совсем ослепнешь
tide toran jalzhym	дрянная деревня
ja zapisala	я записала
tunam marla kutyra	тогда он говорил по-марийски
myjetym wik kongambak pyshtenut kudashdeakshe	меня сразу на печку положили не раздев
tushto pesh chot kalyk wuchenyt oloryshtet	там очень много людей ждало в олорах
tynar ilenat da maje	столько прожила и
oj moshko kupsola aj kushko kupsola ogyl	ой в это в купсолу
kuwa deke mija	подходит к бабке
tuwyr-showyrem yle eshe wara tyshte jalyshtyzhe	тувыр-шовыр был ещё у меня здесь в деревне
cho	чё
jocha-shamychat koshtyn ogytyl	и дети не ходили
e eshe	ещё
nu wot tochno	ну вот точно
mo den yshtenda chernilazhym	из чего делали чернила
jatyr were pundysh turlo kashka pyrna-wlak kijyltynyt	во многих местах валялись пни разные коряги бревна и пни
prekrasno	прекрасно
uchitel-shamychym om sharne	учителей не помню
tushechak tunal da tunemmet nergen marlan kajymet nergen kuze acham dene	отсюда начинай и про учёбу про то как вышла замуж как с папой
tyj dwesti sorok den kolen otyl eshe manesh	а ты с 240 ещё не умерла говорит
wo wolodan wate	жена володи
oj kozhen kodat dyk trahomalan osobenno	ой шороху давали из-за трахомы особенно
lijesh 	можно наверное
a tunam jalyshtyzhe ko tyshte en perwyj telewizorzho kon lijyn yle	а тогда в деревне у кого здесь первый телевизор у кого был
eto uzhe tretij dom	это уже третий дом
idym	гумно
hota shkenzhynat chijen wozashat uke yle	хотя ей самой не в чем было лечь в гроб
ik kolhozyn predsedatelzhe	председатель первого колхоза
peshak rabotajman	надо много работать
a tudyn lumzho ulmazhyn wedasi	а её звали федосья
tol shynde shyndenut da kondenut	посадили и привезли
pesh obizhajenut da	очень обижали
wara imnym puat yle	потом лошадь давали
me prostynet dene chyla shkenam putyralynna	мы все завернулись в белые простыни
tudyn jydalyshkyzhe pizhyn shinchen	прилип к ее лаптям
pomirishsa i tomu procheje	помиришься и всякое такое
e wara sorykan tuwyr	э потом платье сорыкан 
jadykbelak kuwarym ertyshna	прошли ядыкбелякский мост
swojo	своё
posna ilen onal	отдельно не жили
kuchedalash pizhynyt	начали драться
kok shagat zhap gychyn mongo welysh oshkylych	и через два часа отправились домой
pawyl den kelshen onal	с павлом мы не дружили
kon lomyzh -	щелок зола -
a achazhe wara semdesat wosmojyshto kolysh	а отец в семьдесят восьмом умер
letom desatogo ijuna	летом десятого июня
tudym myj tozhe izishak shonaltenam tak	об этом я тоже немного подумал
nu zhit-to zhili	ну жить-то жили
kredalyt ala-mo	то ли дерутся
wich keche kanysh imne	пять дней отдохнула лошадь
tide shincha	оно стоит
tyge gde-to	так где-то
i wiktyr afanasich yle	и виктыр афанасич был
pujalan tudyn lumzhym puash manyn	того имя дать пруду
wetapteka	ветаптека
i tolynna wara tyshket	и приехали потом сюда
kok shagat zhapyshte pel wedra nare kolym kuchen shuktysht	за два часа поймали полведра рыбы
tugezhe it yshte	так не делай
kunar uzhat uzhat kolymeshket ile manynut	сколько видишь видишь живи до смерти сказали
myjyn kudlo kechym kudaltysht	и у меня вычли шестьдесят
em pesh kaja yle	лекарство хорошо шло
wot tyj eshe ko gala bolshe uke	вот ты и ещё кто больше нет
nawerno uzhe shongyrak lijyna	наверное уже старее будем
kok ij ushkal den yshtenam tyshte	два года с коровами работала здесь
chas eto pechki-to netu	сейчас это печки-то нет
tyj kojdymo lijat	станешь невидимым
nuno shu sutlanash   sutlanash ysht tunal	они не стали жадничать
kechywal dech wararak	после обеда
oj moroz	ой мороз
ana kajen sibiryshke	анна уезжала в сибирь
myj wuden koshtam yle	я водила её за поводок
kolkozet pua yle latkok kilo lozhashym	колхоз выдавал двадцать кило муки
ilenna	жили
tyshtyzhe mo	тут-то что…
tuge ludynam	так испугалась
shym ijash shinchash kajenam shuwylakyshke	семь лет на посиделки пошла в шуйбеляк
wara sorok chetwortyj godyshto	потом в сорок четвёртом году
ala-kuze udyrzho osal yle peshak	как другую… очень строгая была
kok gana koltenut mom	два раза передавали
e-e	э-э
kugu pajrem lijesh	будет большой праздник
tushto myjyn zina joltash udyremet pesh pidesh yle	там моя подруга зина много вязала
kok surtym yshtenna	два дома построили
eto kusnoj wed	это вкусно ведь
plushki delali pechenja delali	плюшки делали печенья делали
ik klassnyj wel yle	была только одна классная 
nuno drozhzhizhym pyshten ogytyl	но они дрожжи не клали
peshak jushto	очень холодно
a okazywajetsa	а оказывается
sheshkymyt mijenyt	сноха ходила
no ojlat chto	что говорят что
dak wed ne wse winowaty tam	так ведь не все виноваты там
manam no sajzhym uzhyn omyl jorshyn	говорю же ничего хорошего я не видела
tuaram	творожник
ruen kochkash towaret uke	срубить топора у тебя нет
pesh shuko shinchawudem jogen myjyn	очень много слёз пролила я
tak pritopami pritopami	так притопами притопами
posle wojny wot w pesat wtorom godu	после войны вот в пятьдесят втором году
no myjyn tide zhapyshte kajashyzhe	но у меня в это время
kuze pyrla modyn woshtylynna	как вместе играли-смеялись
wara pe patdesat wosmojyshtet	потом в пятьдесят восьмом
potom razwelis	потом развелись
nylde	сорок
kandashe eshe lijesh	восемь ещё может быть
meshakym kotomkatym da mo purta ulmazhyn	начал таскать мешки котомки и прочее
kuchen kertynam eshe	смогла ещё удержать
wy ne wozrazhajete	вы не возражаете
prostite	простите
nu	ну
nyl tuzhemlan nalynna kostimyt dechyn nyl tuzhemlanak uzhalenna	за четыре тысячи купили у кости дом за четыре тысячи же продали
a klassyshte tunemynna me kumlo jen utla	а в классе нас училось больше тридцати человек
no kuze manyt	как же назывется
pidam yle	вязала
toshto torjal jal kuze lijyn	как возникла деревня старый торъял
erla zhap ulo rusharnan	завтра время будет в воскресенье
myjzhe manesh wojenkomatyshte ulshym wel onchena kyzytshe	я говорит сейчас только тех кто в военкомате осматриваю
no   wara	ну потом
i to iktyzhym	и то одну
adak jocha-wlakym  	детей  
potom tolko kogda wosstanowili	потом только когда восстановили
kum ij tunemym da mo uzh	три года проучилась и это
tudo kajyshetla ana puren myj dekem olashket	по дороге туда анна заехала ко мне в город
pesh kugu jal yle o-oj	очень большая деревня была о-ой
shudyshko jolyshten imnym shogaltenna	к сену лошадь привязали
emzhylan nichego yle	ничего не было
kak storozh	как сторож
dewanosto porwyjet god dech wara	только после девяносто первого года
mo nyl nyl keche kurzhtalyktenut	четыре четыре дня заставили бегать
mogaj unyka	какие внуки
wot pej~	вот п~
da eshe	вдобавок
jorshyn tujeshken omyl myj	совсем не болела
a rweze-wlakshe memnan ludynyt	а ребята-то нас испугались
portym yshten shuktenna da	дом построили и
a-a   mladshij-to zdes zhiwot sejchas bezrabotnyj	а-а   младший-то здесь живёт сейчас безработный
kwartira semyn wet	как квартира да
semidesatyj	семидесятый
mo onal	ничего
tudo tache kushten kandashat   kandash pelylan mijash	она просила подойти сегодня в половине девятого
a kak prihodili k wam ludi w gosti smotret telewizor ili eto	а как приходили к вам люди в гости смотреть телевизор или это
galam yshtymem mongo wiktyr	после рождения гали виктор
myj pyshtyshna i konuk den koktyn weterinarysh nyngajyshna	мы положили его с конюхом вдвоём и повезли к ветеринару
te shinchyza	вы сидите
tide ushemnur-shamych kush koshtynyt	ушемнурцы куда ходили
uke oj jumo serlage	ой боже упаси
wara myjym nalmenge koshtash tora da	потом после женитьбы стало далеко ходить и
dawajte zdes prerwomsa	давайте здесь прервёмся
mo eshe	ещё как
pogynyshna	собрались
wy eto	вы это
jy jyshtak purenam tunam wet ogyt pale	незаметно заходила тогда ведь не знали…
a kugyzazhe ere kutyren kaja muren kaja	а дедушка всё идёт и говорит поёт
nu shke koklashte kalaskalet da	между собой говоришь 
pochtyzhym palet yle olashte joshkar-olashte	почту знаешь в городе в йошкар-оле
pawylym ito	павла и то
oj ukraina stradal	ой украина страдала
aw awazhe gyn	у матери
tyjzhe zh~	ты-то~
koltenyt	отправили
i wik koj kojmo   kojsho lijesh	и сразу становится видимой
myj gyn om oncho yle manesh	я бы не держал говорит
eshe molyzhymat eshe wara	ещё другие ещё потом
aj melnatlan shurashetym	ай крупу для блинов
kajash diskotekysh	пойти на дискотеку
shutochnyj	шуточный
memnan	у нас
net jescho mnogo zhit-to budu chto li	нет ещё много жить-то буду что ли
ty   ty wy ottuda dak znajete	ты   ты вы оттуда так знаете
a eto kak tam z z na zarabotki ili	а это как там на заработки или
tolesh da izishak mo lijesh da uzhe nangajatat yle	приходит да немного побудет уже уводят ее
kunam tunalynat	когда начала
wes mogyret iktazh-mom ojlen pua tugajrakym	другая сторона что-то такое скажет
spasibo	спасибо
so slowami da marij udyr-kache	со словами и марийские невеста и жених
saj uslowij yle	хорошие условия были
nunyn portysht yle kostimytyn port moncha saraj pakcha zr kugu sad una wet shinchet mijenat tyjzhe	у них дом был у кости и его семьи дом баня сарай огород большой сад ты же видела приезжала ты
myj jochazhym modash luktyn koltenam yle kochazhe pokten purten	я ребёнка играть отправила а дедушка обратно загнал
myj kak tide klat umbachynet torshtem tide   met metallolom umbaket	я как с этого амбара прыгну на этот металлолом
i pesnu tozhe i wot razgowor	и песню тоже и вот разговор
a-a achatshe wojnash kajen da kuzhun wojewatlen mo	а-а отец на войну ушёл и долго воевал
shorynam jolashyshke	накакала в штаны
kijar sholyshtash ajsta kajena manyna jal wes jalyshke	вот в этой деревне ядыкбеляк живут и старые люди
na paru myjat kurshtenam	на пару я танцевал
oncho wernak izishak 	смотри и правда вспомнила
shketyn koshtynam tewe tyshke staryj torjalyshke	одна ходила вот сюда в старый торъял
wara	потом…
ushemnurzhat ogyl yle	не было ушемнура 
oskansola	из оскансолы
nu tak u nejo wed i melodija-to ne takaja kak wot sejchas pojut	ну так у неё ведь и мелодия не такая как вот сейчас поют
uke mijen omyl	нет не ходила
oj	ой…
a-a  	а-а  
ik jochazhe yle jogyr izamet	один ребёнок был мой брат егор
ugu	угу
wara acham shke wurzymysh namijen koden	потом отец сам отвёз его в уржум
ere shalashte wel rabotajenam da	работала только разнорабочей
uke yle	нельзя было
tunam wara skorajam wara wyzywajenna koltenna	тогда мы скорую вызвали отправили
wot prodolzhenijzhe umbakyzhe lijesh	вот продолжение дальше будет
ik ijash gajrak ulyna yle tun dek purenam ala-mo	примерно моего возраста к нему что ли заходила
sorykan kurshtymashym ynde ogyna sharne	танец сорыкан теперь не помним
w smysle kto hodil swatat kto prihodil	в смысле кто ходил сватать кто приходил
spetsialistom da	специалистом да
ik keche da semdesat pat desatykym shotlat yle	это будет считаться за один день и 75 соток
optenna tide klat wokteket	сложили рядом с этим амбаром
i slowa-to sowsem ne takije	и слова-то совсем не такие
olorzhym paranga rajonysh koltenut	олоры в параньгинский район перевели
tide tyj kruchok dene pidmym ojlet mo	это ты про вязание крючком говоришь
onchychynzho koshtyktenyt manesh	раньше водили говорят
shymle kok ijash ulam malda yle	мне семьдесят два года говорила
a myjyn choma soremyshte kochkyn shoga	а мой жеребёнок на лужайке стоит и ест траву
patdesat tretij	пятьдесят третьего
rusharnan	в воскресенье
eshe pasham yshtash shonem	ещё работать думаю
lijyn kugu-kugu-kugu pich gyna chodyra	был большой-большой густой лес
oj myjym pire kochkyn kajyzhe yle	ой хоть бы меня волк съел
wara tumna e   r m-m	потом сова э    м-м
 kowamzhat palen	и мама и бабушка знала
kolotka shukym da mo kyshkat yle	бросали мусор от гроба
a-a semdesat tretijyshte lektynam myj marlan	а-а в семьдесять третьем вышла замуж
a woktenyzhe	а рядом
mynar ijash kodynda	во сколько лет остались
juyn shyndenyt da shurgash tunalynyt kredalash dazhe	что выпили начали ссориться и даже драться
chyla were shyp	кругом тишина
ranshe-to nawernoje na prazdniki tolko delali	раньше-то наверное на праздники только делали
tushto	там
shuzharzhe yle	была сестрёнка
potom etot  	потом этот  
awam kaja myjym wursen koda it turlo wet	мама уходила меня ругала не вышивай
tuge dokan	так наверное
wot tyj kuze yshtet	а ты как делаешь
wuchem ynde kunam nuno kino gychyn tolyt	жду теперь когда они из кино придут
w wojnu w we welikuju otechestwennuju	в войну в великую отечественную
aga aga	ага ага
urawnenijym yshten moshtem jamdyzhym no	уравнение умела решать готовое но…
sadlanak pujam	поэтому пруд
i tudo shulen shinchen	и это вымачивали
shishkina wystawkysh shogalynat mo manesh	шишкина на выставку что ли встала говорит
wara wet uli kuwazhe tolyn da myjym mom yshten uzhyn nyngajen	потом ведь бабушка ульяна приехала и позвала меня
tunemash shym kaj da mylam imnym puysht wara	учиться не пошла и потом мне дали лошадь
konganurysh shumesh erden lektynna da rush rweze dene konganurysh shumesh	в конганур утром выехали с русским парнем и до конганура
wot tide ertysh-ertysh	вот к такому выводу невольно придёшь
ala-kuze manyt	как называют
tudo kermychym wele nalyn ulyna	те и покупали
jora	ладно
pagar korshtymylan wet mijenat	из-за боли в желудке ходила
tysacha wosemsot semidesatom godu chto li	в тысяча восемьсот семидесятом году что ли
a potom gde rabotali	а потом где работали
ala muraltet shono	может споёшь подумай
myj kyzyt pyrla	мы теперь вместе
tak i wy s teh por suda perejehali i tak tut i zhiwote	так и вы с тех пор сюда переехали и так тут и живёте
woshtylat wele konechno zhe	только смеёшься конечно же
porjen-shamychyzhe kolym kuchyshyla peshak	мужчины рыбу ловя
u mnogih wed takoj zapor tozhe 	у многих ведь такой запор тоже
tulech wara	после этого
tak	так
a w marijskuju roschu wy nikogda ne hodili	а в марийскую рощу вы никогда не ходили
my ladno jescho bosikom-to ne hodili	мы ладно ещё босиком-то не ходили
a roditeli washi hodili w marijskuju roschu	а родители ваши ходили в марийскую рощу
shinchash tunalesh kak raz	как раз начинает сидеть
wara jogyr izamzhe	потом брат егор
wara tudym ala-kush wes were koltymo godym tudo wokzalyshte wara ranitlaltyn	потом его во время переезда куда-то на вокзале ранило
kuralashet	пахать
wara	потом
no uzhe kyzytak tunalman uzhe	уже сейчас нужно начать уже
i tozhe yshten ogytyl	и тоже не делали
ala-kush nyngajat	куда-то увозили
mitan enyrzhym ala-mo shupshyle	удочку мити что-то дёрнуло
kupsola e-e peledysh kup gychyn torjalysh shumesh shketyn kajenam	из купсолы э-э от пеледышского болота до торъяла одна ехала
s desati	с десяти
nalat	возьмёшь
tolash kumylzho lektyn	появилось желание приехать
ko eshe iktazh-mo	кто ещё что-нибудь
wot munym wara jesharet i tozhe tygakak munym umbalym jesharem	потом добавишь яйцо и тоже так же яйцо сметану добавляю
erden lektym kychkashlan man imnym tarwaten koltyshym myjyn imne kylde-goldo jorlyn kajysh	утром вышла чтоб запрячь лошадь потрогала лошадь моя рухнула
chyla were lups wozyn	везде роса выпала
tunam turin ogyl gyn myj nawerno pagaret den chot tolashem yle	тогда если бы не тюрин я бы наверное долго мучалась желудком
tu preze den wel ushkalym yshtenam	с того телёнка только и пошло моё поголовье
kuzen kochkash	залезть и съесть -
ikana	однажды
a trahsestra jambika yle	а трахсестрой ямбика была
marij muzhik	марий мужик
oj myjyn ojlash gyn	ой если всё рассказывать
myjyn imne chomam yshten	моя лошадь ожеребилась
ti   nu ladno shurget-shurget	это   ну ладно ссоришься-ссоришься
myjyn chomat ala-mom shketyn tolashen	мой-то жеребёнок не знаю что делал в одиночку
a	а
myj wara peshak shylyna yle nunyn dechyn konga shengeke ludyna yle pesh	мы прятались от них за печкой очень боялись…
lariwon kuwa yle	жена иллариона была
myj malen kynelam myjyn uzhe kechywalat shuesh	я просыпаюсь уже обед скоро
kajen	пошла
sosnam tozhe tyshkak tembakak wele eshesh	свиней тоже сюда поближе ещё
chyla erkyn dene pomyzhaltesh	всё потихоньку пробуждается
marijskij jazyk yle ala-mo tushto om pale	марийский язык был ли там не знаю
udobrenij uke parengylan	удобрения не было для картошки
myj   udyr ulam yle i myjyn plan yle ik udyrym ik ergym yshtash	когда я была девушкой у меня был план родить одну дочку и одного сына
kolhoz oksam puen ogyl wet kindym wele puen tunam zernam	в колхозе денег не давали хлеб только выдавали зерно
no patistenka semynet mo	это вроде пятистенки
a kushto yshtashyzhe	а где делать
tumna tum-tum tumna tum-tum	сова тум-тум сова тум-тум
mo  	это  
ili nalme	или покупное
gennadij myjym wuchen	геннадий ждал меня
myjyn eshe tundeche	я ещё из этого
uzhe wolgaltesh	уже светает
wara wozam da myjat malen koltem wara myjzhe malen kodam yle	потом ложилась и я тоже засыпала и оставалась 
kochamet ere kornym kychalesh	дедушка дорогу ищет
it shushkyn shinche manesh yle awazhe	не жри говорила мать
zwenigowo kundemyshte ila	живёт в звениговском районе
chazhetym torlenut	починили тяжи
chernilazhe nalash yle	а чернила можно было купить
peshak poslushnyj shke tunyktenam yle peshak kugu kapan	очень послушная сама научила очень высокая была
mo	это
wara tufletym myj anat dech nalyn kodenam gala dechak chaj	туфли те я у анны забрала у анны кажется
nimogaj korno uke	никакой дороги нет
chomatym purten pukshem yle jal muchashtak kuralyna da	жеребёнка кормила мы в конце деревни пахали
jalsowet	сельсовет
kok tuzhem ijyshte	в 2000 году
bochkina glawnyj wrach yle	бочкина была главным врачом
imne den rabotajash tynalym	начала на лошади работать
myjyn e myjynzh   a rush-shamych iktat uke	мой э мой   а из русских никого нет
shagal dyk mom yshtet mynar kyzyt hot  	мало но что поделаешь сейчас хоть  
kinomekanikshe ulyt koktyn	были два киномеханика
myjym shysht kolto	меня не отпустили
net net ne budu	нет нет не буду
no kol kuzhun ysh wuchykto	но рыба не заставила долго ждать
onchyktash ogyl a prosto myjyn priwychke yle tushko lektyn shogalash yle ere	не показывать а просто у меня привычка была там стоять…
izi wannychkym kondash kulesh eshe	надо ещё маленькую ванночку принести
tynar muren moshtet da manesh	ты так умеешь петь говорит
wich ij e	пять
wara wik kajen otyl bolnitsyshkyzhe mo	сразу в больницу не пошла
tudyn dech wara	после этого
ko kushto kuze tunemesh	кто где и как учится
tyshtet yshtysht	там построили
kok shagat mo shogyltna torshtyl	выпендриваясь мы простояли примерно два часа
kajet da morkysh ot shu	едешь и до морков не доезжаешь
toktajbelak aga	токтайбеляк ага
kyzyte	сейчас
peshyzhe ynem kaj	не очень-то я хочу идти
chernilnyj karandash	чернильный карандаш
pogynenna klass gychyn kolo ik jen	собрались из класса двадцать один человек
no tyjzhe koktynzho wet ilenda sajynak	но вы-то вдвоём ведь жили хорошо
tuge	точно…
wot	вот
a memnanet tushanet shinchen kodyn dyk uke	а наш-то там же остался
e-e toshto torjalysh nyngajenut	да в старый торъял перевели
shkol mekanizatsijysh wara pawyl	в школу механизации потом павел
raz-raz wozgalash wozash kulesh	раз-раз записать нужно
ili zhe	или же
tudymat shonenam yle no~	так думал но~
kazhne kechyn	каждый день
puchkeden jonyshtat sajrak wurgo jesli molodoj	измельчали и мололи если хорошие стебли молодые
dwesti sorok lijyn	давление 240 было
chyla saj	было все хорошо
war wara	потом
jochazhym nyngajyzhe	пусть детей заберёт
pesh nele yle pasha yshtash	тяжело было работать
myj wel torlen optyshym da	я же собирала её
to jolyshtym kuchenyt to eshe iktazh-mom tushto udyramash-shamychyn kuchenyt	то свои ноги держат то ещё что-нибудь там у женщин держат
da kak raz wannym	да как раз ванну
imnetyn	у лошади
w kolhoze	в колхозе
pochingalan	на выселки
wot dwoje zdes wot sami-to starshije	вот двое здесь вот сами-то старшие
wolykymat pogenna	и скотину завели
kunchen	копали
i postrojku tu	и постройку ту
om pale me tushkyzho	не знаю мы туда
jadykbelak gychyn	колька сын пелагеи
adakat	опять
nimogaj shur uke	никакого навоза не было
kosti kuwa wet tozhe ojlen yle	жена константина ведь тоже говорила
podysh puren kajen	в котёл упал
no tudo jora	но это ладно
prosto tak wot sela i prijehala	просто так вот села и приехала
no koneshno wara uzhe peljudet erten da	конечно потом когда было уже за полночь
lu ij wet ilenam myjzhe	десять лет прожила я
a-a   pochti kazhne kechyn jur juryn	а-а   почти каждый день шли дожди
wara temdalesh	потом нажмёт
semdesat semdesat chetwortyjyshto	в семьдесят четвёртом
kazhdyje wyhodnyje	каждые выходные
semonowkyshto	в семёновке
wot	вот
ne ne ja horosho ochen pokushala	не не я хорошо очень покушала
no jydalym yshtash uzhesh yle	но достаточно видел чтобы лапти плести
turlo mogyrysh kajen koltet	в разные стороны разойдётесь
ynde tynar ilenat da kokytsho shuko mo	так долго живёшь ещё два много что ли
no yndyzhym	но
ala rudenam da kuzykten kertyn omyl chara kutan ala koshtynam ko pala	может развязала но не смогла поднять штаны и голая ходила кто знает
noltal koltysh	поднял
bolshe mijen otyl tun dech wara	больше не ходила после этого
jualge	прохладно
nu kuwatat pelenzhe tolesh	ну бабушка тоже с ним идёт
a teper tserku strojat	а теперь церковь строят
kowyshtam sdatlena kolhozyshko	сдаём капусту в колхоз
kurshtymashym moshtash kurshten ogyl	сразу нельзя
ty uzhe wkluchila	ты уже включила
a w shkolu wy kuda hodili	а в школу вы куда ходили
nu kak by shutochnyj	ну как бы шуточный
kochsa kochsa	ешьте ешьте
no kugyza shelesh kuwam	но бабушку он ударяет
shondem peshak joga	моча стекает
w woskresenje utrom prishli a ponedelnik po ponedelnik u ut e   wtornik utrom ja uzh zamuzh wyshla	в воскресенье утром пришли а понедельник э   вторник утром я уж замуж вышла
tygaj manesh	вот так
tide wara matwejewshyn jodash ok lij mo	у матвеева нельзя спросить это самое
m-m-m	м-м-м
ala-mom palen omyl myj latynskijet den	что-то я не знала по-латыни…
tudym sharnem i bolshe 	то помню и больше не помню
myj chechas imnym tuarem da kushkyzham da kajem	я сейчас распрягу лошадь и верхом на лошади поеду
da kushko gyna kurzhyn pyten ogytyl	и разбежались кто куда
imnym kuralash luktych	лошадь вывели пахать
ala-ko oshkyleshak	кто-то идёт
isaj puja	исай пyа
a tysh tolmenge gyn myj imne den rabotajen omyl	а когда сюда приехала я не работала с лошадью
kostimytat perwyj tygak tolashenna manesh	у кости тоже первый раз так же случилось говорит
a potom otets-to   jalsowetom postawili w jalsowet jesli dezertir  jego wso unichtozhat	а потом отец-то   главой сельсовета поставили в сельсовет если дезертир дезертирует его всё уничтожат
kok etazhan yle	был двухэтажный
mo tushtyzho ulo dokan nunyn	там-то у них наверное есть
ala-kunar ijlan nalyn wele	несколько лет получала
tudym awamlan puenyt pa pasha yshtymashte chodyrashte podarkylan	его маме дали на работе в лесу на подарок
ynde rweze-shamychet lishemyt peshak memnan	а в это время ребята приближаются к нам
omsam pochesh	открывает дверь 
a myj portetym uzhalenna tudym da kolhoznyj kwartirysh kajenna wara	а мы дом тот продали и переехали в колхозную квартиру
rwe-shamychemzhe ulyt yle kelshyme rwe-shamychemzhe da	парни-то у меня были с которыми дружила
m	м
tewe wele	только так
a	а
acham armijesh kolen	отец в армии погиб
pesh chaplyn chijenat	что очень красиво оделась
a-a	а-а
